2459177.601739,-91.0,4.7,0.1259,0.0020,APF,
2459178.600313,-92.4,5.6,0.1350,0.0020,APF,
2459185.587046,-91.9,4.3,0.1263,0.0020,APF,
2459190.095753,-90.5,7.2,0.1720,0.0020,APF,
2459192.577820,-95.6,4.1,0.1181,0.0020,APF,
2459203.579913,-92.4,4.4,0.1296,0.0020,APF,
2459213.584500,-107.0,5.3,0.1407,0.0020,APF,
2459221.093869,-104.0,5.0,0.1756,0.0020,APF,
2459229.595258,-113.0,6.4,0.1405,0.0020,APF,
2459253.925945,-47.8,5.1,0.1147,0.0020,APF,
2459263.013492,-32.0,5.1,0.1663,0.0020,APF,
2459263.915041,-35.9,6.0,0.1039,0.0020,APF,
2459268.087390,-9.0,4.4,0.1870,0.0020,APF,
2459270.056163,-1.6,4.6,0.1354,0.0020,APF,
2459274.865112,8.0,5.6,0.1310,0.0020,APF,
2459287.946667,56.6,3.9,0.1278,0.0020,APF,
2459296.018465,76.5,3.4,0.1347,0.0020,APF,
2459301.827118,65.7,4.3,0.1204,0.0020,APF,
2459306.921201,57.3,4.6,0.1287,0.0020,APF,
2459315.026289,43.6,4.8,0.1281,0.0020,APF,
2459319.918588,29.3,3.8,0.1139,0.0020,APF,
2459324.828701,33.0,4.3,0.1278,0.0020,APF,
2459328.901031,15.4,7.5,0.1815,0.0020,APF,
2459333.854684,9.3,4.4,0.1426,0.0020,APF,
2459338.964449,-4.7,3.7,0.1263,0.0020,APF,
2459345.993467,-4.7,3.1,0.1323,0.0020,APF,
2459352.976517,-14.6,4.2,0.1186,0.0020,APF,
2459355.945485,-29.3,4.1,0.1211,0.0020,APF,
2459366.703190,-44.2,4.5,0.1525,0.0020,APF,
2459371.834907,-55.5,3.0,0.1132,0.0020,APF,
2459376.896617,-56.3,3.2,0.1359,0.0020,APF,
2459382.883930,-62.4,4.1,0.1420,0.0020,APF,
2459387.843750,-45.9,1.8,0.1388,0.0010,Keck,
2459396.907125,-67.7,3.3,0.1309,0.0020,APF,
2459417.771139,-92.5,3.1,0.1279,0.0020,APF,
2459426.814353,-95.6,6.9,0.2349,0.0020,APF,
