1787.6540,17778.89,0.61,-45.52,1.23,6303.60,1.23,64.7707,0.0126,0.247897,0.000067,0.16332,0.00052,-5.30135,0.00303,0.180124,0.000048,ESPR19
1792.7690,17779.65,0.40,-37.50,0.80,6301.48,0.80,64.5317,0.0082,0.249930,0.000042,0.24296,0.00022,-4.98732,0.00061,0.185291,0.000030,ESPR19
1799.6513,17785.28,0.62,-46.24,1.24,6287.15,1.24,64.5196,0.0127,0.246690,0.000069,0.18211,0.00046,-5.20435,0.00212,0.178080,0.000050,ESPR19
1803.7665,17780.03,0.32,-38.71,0.64,6297.88,0.64,64.5964,0.0066,0.246543,0.000032,0.22973,0.00015,-5.02614,0.00046,0.182195,0.000022,ESPR19
1810.7723,17782.17,0.36,-44.18,0.72,6302.03,0.72,64.6639,0.0073,0.245792,0.000037,0.22010,0.00018,-5.05676,0.00060,0.181593,0.000026,ESPR19
1814.5958,17781.09,0.46,-40.73,0.92,6305.16,0.92,64.5965,0.0095,0.246674,0.000049,0.20803,0.00030,-5.09845,0.00109,0.184152,0.000035,ESPR19
1817.7661,17780.91,0.36,-39.35,0.72,6306.09,0.72,64.5991,0.0074,0.247541,0.000038,0.26236,0.00018,-4.93602,0.00045,0.184455,0.000026,ESPR19
1821.6856,17779.06,0.31,-42.38,0.61,6298.12,0.61,64.5847,0.0063,0.246400,0.000031,0.23237,0.00014,-5.01812,0.00042,0.183621,0.000021,ESPR19
1823.7659,17779.89,0.31,-43.10,0.62,6296.88,0.62,64.5942,0.0063,0.246982,0.000031,0.23562,0.00014,-5.00844,0.00041,0.182904,0.000021,ESPR19
1842.7292,17776.03,0.32,-44.87,0.64,6279.77,0.64,64.7319,0.0066,0.243919,0.000032,0.22245,0.00015,-5.04909,0.00049,0.182919,0.000022,ESPR19
1846.6557,17782.24,0.43,-45.84,0.87,6288.63,0.87,64.6609,0.0089,0.241227,0.000046,0.24736,0.00026,-4.97516,0.00070,0.178662,0.000033,ESPR19
1850.7092,17781.13,0.38,-40.46,0.77,6297.82,0.77,64.6492,0.0079,0.245555,0.000040,0.24473,0.00020,-4.98240,0.00057,0.183237,0.000028,ESPR19
1853.7321,17779.61,0.36,-42.03,0.73,6296.67,0.73,64.6300,0.0075,0.246085,0.000037,0.22342,0.00019,-5.04598,0.00062,0.182590,0.000026,ESPR19
1858.5947,17779.90,0.35,-41.30,0.70,6288.11,0.70,64.6435,0.0072,0.243830,0.000036,0.21323,0.00018,-5.08000,0.00061,0.184315,0.000025,ESPR19
1868.7485,17781.69,0.32,-40.30,0.65,6292.29,0.65,64.6058,0.0066,0.238746,0.000031,0.22111,0.00017,-5.05346,0.00054,0.169666,0.000021,ESPR19
1879.6403,17780.26,0.25,-41.25,0.51,6315.65,0.51,64.4895,0.0052,0.247694,0.000023,0.24000,0.00011,-4.99571,0.00031,0.184474,0.000016,ESPR19
1882.7150,17783.16,0.23,-34.91,0.46,6321.59,0.46,64.4297,0.0046,0.250763,0.000020,0.26306,0.00009,-4.93428,0.00022,0.184157,0.000014,ESPR19
1893.6461,17778.97,0.32,-40.07,0.64,6287.76,0.64,64.7047,0.0066,0.238640,0.000030,0.23122,0.00016,-5.02162,0.00050,0.174204,0.000021,ESPR19
1899.7150,17782.47,0.48,-43.31,0.97,6286.66,0.97,64.5597,0.0099,0.241957,0.000050,0.19157,0.00033,-5.16266,0.00137,0.178992,0.000036,ESPR19
1904.6154,17782.14,0.23,-43.02,0.45,6294.25,0.45,64.5740,0.0046,0.242972,0.000019,0.23179,0.00009,-5.01987,0.00027,0.180343,0.000013,ESPR19
1910.6080,17780.75,0.40,-41.45,0.81,6323.80,0.81,64.4885,0.0082,0.248201,0.000040,0.26005,0.00023,-4.94184,0.00059,0.182810,0.000029,ESPR19
1911.5885,17781.46,0.54,-41.52,1.08,6323.04,1.08,64.4913,0.0111,0.249049,0.000057,0.27227,0.00037,-4.91198,0.00087,0.184110,0.000041,ESPR19
1926.5684,17784.59,0.46,-37.46,0.93,6303.53,0.93,64.7154,0.0095,0.246158,0.000048,0.25393,0.00030,-4.95758,0.00078,0.182886,0.000034,ESPR19
1930.5353,17777.51,0.42,-38.91,0.85,6295.68,0.85,64.6550,0.0087,0.242927,0.000043,0.24155,0.00026,-4.99132,0.00072,0.182278,0.000030,ESPR19
