8660.834,0.041,1.063,-1.884,-3.086,-1.743,2.947,-2.946,1.358,33.546,28.654,3.396,-4.684,-5.179,2.904,0
8660.896,3.283,4.305,1.232,-0.075,0.654,3.073,-0.654,1.034,34.786,29.895,2.586,0.524,0.029,2.311,0
8664.826,5.671,6.693,2.437,3.372,0.765,4.256,1.699,1.091,23.615,18.723,2.727,-4.377,-4.873,2.488,0
8666.858,-6.017,-4.995,-5.549,-3.296,-3.239,0.554,-0.986,1.357,12.995,8.103,3.393,3.880,3.385,3.067,0
8667.804,-4.512,-3.489,-2.345,-0.976,-2.847,-1.144,-1.478,1.009,3.741,-1.150,2.523,1.911,1.415,2.186,0
8668.783,-0.439,0.583,3.059,2.786,0.720,-2.475,0.447,0.944,-0.021,-4.913,2.361,-2.261,-2.756,2.075,0
8668.934,-2.920,-1.897,0.732,0.182,-1.135,-2.630,-1.686,1.113,8.814,3.922,2.784,-3.921,-4.417,2.258,0
8669.764,-2.468,-1.446,1.766,-0.150,1.688,-3.212,-0.229,0.986,-5.786,-10.678,2.464,5.936,5.441,2.172,0
8669.871,-2.976,-1.953,1.301,-0.749,0.057,-3.254,-1.994,1.070,-4.994,-9.885,2.675,-2.781,-3.276,2.149,0
8670.822,-3.345,-2.323,1.002,-1.544,3.017,-3.325,0.471,0.746,-6.025,-10.916,1.866,-1.763,-2.258,1.900,0
8673.858,-0.041,0.981,2.336,4.048,0.025,-1.355,1.737,0.795,-2.193,-7.085,1.988,0.176,-0.320,1.947,0
8674.852,-5.266,-4.244,-3.624,-1.288,-3.650,-0.619,-1.313,0.844,-5.054,-9.946,2.110,0.475,-0.021,1.849,0
8674.928,-6.085,-5.063,-4.495,-2.155,-5.377,-0.568,-3.037,1.279,-2.307,-7.198,3.199,0.087,-0.409,2.562,0
8675.797,-6.519,-5.496,-5.464,-3.541,-3.121,-0.033,-1.198,0.896,-7.284,-12.175,2.240,3.123,2.628,2.046,0
8675.878,-6.665,-5.642,-5.656,-3.813,-3.462,0.013,-1.620,1.793,-19.186,-24.078,4.482,2.952,2.457,3.818,0
8676.746,1.160,2.183,1.702,2.330,1.552,0.481,2.179,1.080,-2.451,-7.342,2.701,-1.018,-1.514,2.141,0
8676.913,-2.256,-1.234,-1.803,-1.466,-0.194,0.569,0.144,1.185,-3.620,-8.512,2.963,-6.190,-6.686,2.762,0
8677.818,5.260,6.282,5.195,3.903,3.150,1.087,1.858,1.069,5.830,0.939,2.672,-5.376,-5.872,2.056,0
8677.910,4.875,5.897,4.752,3.308,3.423,1.146,1.979,1.045,-7.068,-11.960,2.612,-0.087,-0.582,2.376,0
8678.795,4.656,5.679,3.883,1.422,2.514,1.796,0.053,0.929,-4.519,-9.411,2.322,-3.853,-4.349,1.947,0
8678.900,4.081,5.103,3.217,0.705,1.080,1.886,-1.432,0.972,-0.773,-5.664,2.430,0.363,-0.132,2.133,0
8679.792,2.560,3.583,0.816,-1.421,2.405,2.767,0.168,0.759,5.174,0.282,1.898,0.610,0.114,1.969,0
8679.899,3.170,4.192,1.305,-0.820,1.807,2.887,-0.318,1.045,-1.131,-6.023,2.612,-2.383,-2.878,2.050,0
8680.770,2.181,3.203,-0.769,-1.569,1.129,3.972,0.329,0.873,4.736,-0.155,2.183,-6.436,-6.932,2.020,0
8680.879,1.466,2.488,-1.631,-2.235,0.704,4.119,0.100,1.055,9.933,5.042,2.638,-6.521,-7.017,2.218,0
8681.752,7.079,8.101,2.759,3.686,1.650,5.342,2.576,1.117,9.731,4.839,2.792,-4.887,-5.383,2.300,0
8681.852,4.108,5.130,-0.354,0.727,-0.354,5.484,0.727,1.475,8.082,3.191,3.688,-10.241,-10.736,2.760,0
8682.750,5.798,6.820,0.105,2.213,-2.153,6.715,-0.046,1.663,14.783,9.892,4.158,-9.593,-10.089,2.799,0
8682.810,3.684,4.706,-2.085,0.063,-4.433,6.791,-2.285,1.266,17.631,12.740,3.166,-3.824,-4.320,2.334,0
8695.871,0.871,0.993,1.662,-0.864,1.833,-0.669,-0.694,0.491,1.604,1.980,1.356,-5.754,-5.969,1.356,1
8700.702,-4.032,-3.909,0.265,2.526,-1.936,-4.174,0.325,0.562,-9.454,-9.079,1.312,2.929,2.715,1.312,1
8716.613,-5.182,-5.060,-4.086,-1.978,-1.875,-0.974,0.233,0.540,0.000,0.375,1.438,4.113,3.898,1.438,1
8720.588,-2.587,-2.465,-0.178,-2.133,0.873,-2.287,-1.082,0.554,-14.236,-13.861,1.326,-3.148,-3.363,1.326,1
8764.514,13.927,14.049,3.632,1.461,2.632,10.418,0.462,0.554,0.649,1.024,1.414,-10.907,-11.122,1.414,1
8764.684,11.277,11.399,0.906,-1.066,1.814,10.492,-0.158,0.942,-12.581,-12.206,2.368,-18.078,-18.292,2.368,1
8773.643,7.173,7.295,1.964,0.730,3.345,5.332,2.111,0.492,5.918,6.293,1.195,-5.554,-5.769,1.195,1
8777.708,-6.840,-6.718,-4.775,-3.209,-2.517,-1.943,-0.952,0.539,-0.618,-0.243,1.288,9.810,9.595,1.288,1
8787.556,0.732,0.854,0.338,-0.399,0.760,0.516,0.023,1.005,0.374,0.749,2.655,-3.091,-3.306,2.655,1
8799.585,1.098,1.220,-2.301,-2.566,-1.964,3.521,-2.229,0.528,15.665,16.040,1.255,-2.627,-2.841,1.255,1
8821.569,13.783,13.905,3.850,2.843,1.502,10.055,0.495,0.459,-15.717,-15.342,1.120,-13.178,-13.393,1.120,1
8838.540,-8.419,-8.297,-0.966,-2.044,0.113,-7.330,-0.964,0.845,-8.130,-7.755,2.116,-1.319,-1.534,2.116,1
9203.577,-6.483,-6.361,3.226,0.821,1.029,-9.587,-1.376,0.674,-20.960,-20.585,1.494,0.000,-0.215,1.494,1
9207.570,-1.483,-1.361,-0.170,1.901,-0.979,-1.191,1.091,0.652,-29.601,-29.225,1.531,-1.945,-2.159,1.531,1
9210.536,0.055,0.177,-2.471,-2.653,-0.150,2.647,-0.332,0.586,-10.163,-9.788,1.408,-0.158,-0.373,1.408,1
9214.550,4.259,4.382,-0.036,-0.032,1.019,4.418,1.023,1.154,41.155,41.530,3.401,0.903,0.689,3.401,1
9334.895,-6.133,-6.011,-2.290,-0.021,-2.932,-3.721,-0.663,1.258,14.566,14.941,3.558,5.803,5.588,3.558,1
9346.897,3.834,3.956,0.475,-1.275,2.056,3.480,0.306,0.656,-0.476,-0.100,1.551,-1.629,-1.844,1.551,1
9348.860,6.938,7.060,3.462,1.550,2.400,3.598,0.488,0.561,43.320,43.695,1.459,6.746,6.532,1.459,1
9350.859,1.762,1.884,-0.941,0.457,-0.862,2.825,0.536,0.576,-14.174,-13.799,1.491,-0.644,-0.859,1.491,1
9374.782,-0.314,-0.192,-0.572,-1.672,1.713,0.380,0.612,0.762,-16.476,-16.101,1.988,8.081,7.866,1.988,1
9392.761,1.734,1.856,-0.658,0.098,0.621,2.514,1.377,0.790,16.786,17.161,2.362,2.092,1.877,2.362,1
9397.819,-5.239,-5.117,-1.226,-3.154,0.369,-3.891,-1.558,0.454,10.129,10.504,1.112,7.793,7.578,1.112,1
9400.890,4.481,4.603,4.795,4.972,2.536,-0.192,2.713,0.826,29.503,29.878,2.158,3.612,3.397,2.158,1
9402.905,1.027,1.149,-3.033,-0.696,-1.381,4.182,0.956,0.531,20.328,20.703,1.169,2.115,1.901,1.169,1
9405.760,10.654,10.776,4.749,3.635,3.153,6.026,2.038,0.708,24.108,24.483,1.724,4.124,3.909,1.724,1
9415.697,-0.341,-0.219,-0.154,-2.715,0.921,-0.065,-1.640,0.617,3.363,3.738,1.593,-11.599,-11.813,1.593,1
9417.711,-1.347,-1.225,-3.139,-3.161,-3.047,1.914,-3.069,0.637,17.219,17.594,1.577,3.347,3.132,1.577,1
9427.669,-3.863,-3.741,-1.054,1.010,-3.123,-2.688,-1.059,1.064,27.666,28.042,3.131,29.264,29.049,3.131,1
9431.712,1.694,1.816,2.116,0.149,2.171,-0.300,0.204,0.660,5.430,5.805,1.637,5.119,4.904,1.637,1
9435.915,-6.863,-6.741,-4.835,-2.965,-2.629,-1.906,-0.759,0.680,-28.188,-27.812,1.516,4.296,4.082,1.516,1
9438.843,-1.340,-1.218,0.443,0.742,-1.001,-1.661,-0.702,0.461,-39.597,-39.221,1.148,-9.628,-9.843,1.148,1
9440.626,3.132,3.254,3.568,1.156,3.650,-0.314,1.237,0.528,-24.543,-24.167,1.335,-11.270,-11.485,1.335,1
9458.584,-2.538,-2.416,3.322,1.039,4.827,-5.737,2.545,0.739,-37.327,-36.952,1.792,-7.234,-7.449,1.792,1
9460.694,-1.128,-1.006,0.777,1.862,-1.555,-1.783,-0.470,0.624,-38.880,-38.505,1.493,-5.106,-5.320,1.493,1
9462.701,-2.711,-2.589,-4.308,-2.090,-2.366,1.720,-0.148,0.473,-32.935,-32.560,1.188,-10.026,-10.241,1.188,1
9464.720,8.062,8.184,4.527,3.949,3.548,3.657,2.970,1.321,-19.488,-19.113,3.555,-12.705,-12.919,3.555,1
9466.719,7.925,8.047,4.101,1.595,4.087,3.946,1.582,0.461,-16.749,-16.374,1.116,-5.892,-6.106,1.116,1
9468.735,-0.238,-0.116,-3.679,-3.290,-2.485,3.563,-2.097,0.423,-4.563,-4.188,1.016,-4.348,-4.563,1.016,1
9471.549,-2.145,-2.023,-5.319,-3.378,-3.065,3.296,-1.124,1.201,-5.457,-5.082,3.468,2.441,2.226,3.468,1
9473.561,8.869,8.991,6.316,5.073,4.662,2.675,3.419,0.663,4.145,4.521,1.852,4.689,4.474,1.852,1
9491.704,4.519,4.641,-0.572,-3.116,1.099,5.213,-1.445,0.486,-7.587,-7.212,1.217,0.429,0.214,1.217,1
9492.491,9.734,9.856,4.601,2.360,2.253,5.255,0.012,0.615,-11.369,-10.993,1.740,-6.846,-7.061,1.740,1
9496.522,3.803,3.925,-0.089,2.150,-1.329,4.014,0.910,0.632,1.008,1.383,1.601,-3.808,-4.023,1.601,1
9499.522,-0.055,0.067,-1.817,-3.889,0.514,1.885,-1.557,0.601,9.894,10.269,1.468,5.377,5.162,1.468,1
9510.686,-6.077,-5.955,-2.189,-2.478,-1.654,-3.766,-1.943,0.432,-8.900,-8.525,0.995,-9.833,-10.047,0.995,1
9511.531,-3.196,-3.074,0.066,1.216,-2.171,-3.140,-1.022,0.743,-0.820,-0.445,1.779,-3.020,-3.235,1.779,1
9514.522,-2.153,-2.031,-1.752,-0.605,-1.029,-0.278,0.119,0.469,2.846,3.221,1.109,-4.091,-4.306,1.109,1
9517.616,5.190,5.313,1.824,-0.629,2.115,3.488,-0.338,0.580,1.703,2.079,1.235,0.567,0.352,1.235,1
9519.658,3.833,3.955,-1.401,-0.791,-0.220,5.356,0.390,0.662,5.162,5.538,1.652,-3.589,-3.804,1.652,1
9521.653,7.285,7.408,1.968,4.294,0.057,5.439,2.383,0.349,8.929,9.305,0.922,1.514,1.300,0.922,1
9527.655,-3.841,-3.719,-0.575,-0.796,1.184,-3.143,0.963,0.444,0.840,1.215,0.985,5.121,4.907,0.985,1
9534.542,3.984,4.106,4.892,2.436,2.574,-0.785,0.118,0.455,-32.252,-31.877,1.037,-6.673,-6.887,1.037,1
9542.600,-1.403,-1.281,-0.178,-2.738,1.251,-1.103,-1.309,0.526,22.108,22.483,1.210,-0.085,-0.299,1.210,1
9543.545,1.724,1.846,2.165,0.220,0.241,-0.319,-1.704,0.452,22.688,23.063,1.027,3.750,3.535,1.027,1
9544.592,2.436,2.558,1.843,1.632,-0.210,0.715,-0.420,0.418,22.604,22.979,1.043,1.316,1.101,1.043,1
9545.575,2.827,2.949,1.335,2.743,2.179,1.614,3.586,0.507,13.447,13.823,1.245,0.925,0.710,1.245,1
9547.555,-0.736,-0.614,-2.851,-0.757,-2.897,2.238,-0.802,0.428,19.212,19.587,1.121,6.473,6.258,1.121,1
9548.606,1.249,1.371,-0.193,0.606,-2.303,1.564,-1.503,0.525,15.444,15.819,1.295,1.739,1.524,1.295,1
9549.565,0.375,0.497,0.190,-0.729,-0.885,0.307,-1.804,0.446,6.414,6.790,1.021,9.934,9.720,1.021,1
9552.538,-3.460,-3.338,2.149,1.009,0.905,-5.487,-0.235,0.580,-5.375,-4.999,1.529,6.876,6.662,1.529,1
9553.537,-3.296,-3.174,3.824,4.461,1.609,-6.997,2.247,0.462,-9.406,-9.031,1.104,4.963,4.748,1.104,1
9554.561,-7.482,-7.360,0.396,2.384,0.395,-7.756,2.383,0.581,-17.975,-17.600,1.350,1.827,1.612,1.350,1
9555.563,-13.269,-13.147,-5.603,-3.287,-3.319,-7.544,-1.002,0.605,-24.595,-24.219,1.648,3.297,3.082,1.648,1
9556.600,-11.764,-11.642,-5.317,-3.818,-3.920,-6.325,-2.421,0.603,-28.223,-27.848,1.543,-8.509,-8.724,1.543,1
9563.556,3.045,3.167,0.067,2.367,-0.868,3.100,1.432,0.474,-0.981,-0.606,1.110,-1.892,-2.107,1.110,1
9564.589,-2.199,-2.077,-3.626,-1.613,-1.984,1.549,0.029,0.546,8.359,8.734,1.469,4.442,4.228,1.469,1
9566.558,-2.505,-2.383,-0.012,-1.041,-1.091,-2.371,-2.120,0.762,-4.040,-3.665,2.023,0.916,0.701,2.023,1
