,pl_name,hostname,pl_type,sy_snum,sy_pnum,companion_type,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_mass,st_met,discoverymethod
1217,WASP-38 b,WASP38,HJ,1,1,1.0,6.871815,0.07584,12.21781,1.09,841.61384,2.648,0.0278,0.003,-0.0028,1.23,-0.02,Transit
1218,WASP-34 b,WASP34,HJ,1,1,1.0,4.3176782,0.0521,13.67498,1.22,185.29489,0.583,0.025,0.1,-0.1,1.01,-0.02,Transit
1219,WASP-32 b,WASP32,HJ,1,1,1.0,2.7186591,0.03904,12.3299,1.1,1109.2267,3.49,0.004,0.1,-0.1,1.07,-0.13,Transit
1220,WASP-3 b,WASP3,HJ,3,1,1.0,1.8468351,0.03182,15.871944,1.416,600.6987,1.89,0.0058,0.1,-0.1,1.26,0.0,Transit
1221,WASP-26 b,WASP26,HJ,2,1,1.0,2.7565972,0.03997,14.79588,1.32,329.90754,1.038,0.0039,0.1,-0.1,1.12,-0.02,Transit
1222,WASP-24 b,WASP24,HJ,3,1,1.0,2.3412217,0.03607,14.5717,1.3,336.8998,1.06,0.0046,0.1,-0.1,1.15,0.07,Transit
1223,TrES-4 b,TrES4,HS,2,1,1.0,3.55392771,0.05159,20.602142,1.838,158.27934,0.498,0.015,0.1,-0.1,1.45,0.28,Transit
1224,TrES-2 b,TrES2,HJ,2,1,1.0,2.470613374,0.03557,13.719816,1.224,385.20996,1.212,0.0028,0.1,-0.1,0.983,-0.15,Transit
1225,Qatar-2 b,Qatar2,HJ,1,1,1.0,1.33711647,0.02153,14.056086,1.254,785.0401,2.47,0.011,0.1,-0.1,0.743,0.02,Transit
1226,Kepler-43 b,Kepler43,HJ,1,1,1.0,3.02409309,0.04436,13.00244,1.16,997.9862,3.14,0.028,0.1,-0.1,1.27,0.4,Transit
1227,Kepler-423 b,Kepler423,HJ,1,1,1.0,2.6843285,0.03582,13.361128,1.192,192.60498,0.606,0.079,0.1,-0.1,0.85,-0.1,Transit
1228,HAT-P-33 b,HATP33,HJ,2,1,1.0,3.474474,0.04995,18.898374,1.686,209.7678,0.66,0.22,0.1,-0.1,1.375,0.05,Transit
1229,HAT-P-32 b,HATP32,HJ,2,1,1.0,2.15000825,0.03427,20.052901,1.789,238.3725,0.75,0.044,0.1,-0.1,1.16,-0.04,Transit
1230,HAT-P-31 b,HATP31,HJ,1,1,1.0,5.005425,0.061,11.99363,1.07,682.38101,2.147,0.2617,0.0093,-0.0095,1.218,0.15,Transit
1231,HAT-P-30 b,HATP30,HJ,2,1,1.0,2.810595,0.0419,15.02006,1.34,237.10118,0.746,0.016,0.1,-0.1,1.242,0.13,Transit
1232,HAT-P-29 b,HATP29,HJ,2,1,1.0,5.72339,0.06669,12.408363,1.107,214.85308,0.676,0.104,0.021,-0.018,1.207,0.21,Transit
1233,HAT-P-24 b,HATP24,HJ,2,1,1.0,3.3552479,0.04651,13.921578,1.242,229.79109,0.723,0.038,0.1,-0.1,1.191,-0.16,Transit
1234,HAT-P-22 b,HATP22,HJ,2,1,1.0,3.21222,0.04142,12.10572,1.08,690.32676,2.172,0.002,0.1,-0.1,0.916,0.24,Transit
1235,HAT-P-21 b,HATP21,HJ,1,1,1.0,4.124481,0.0495,11.478016,1.024,1261.7851,3.97,0.217,0.01,-0.01,0.947,0.01,Transit
1236,HAT-P-20 b,HATP20,HJ,1,1,1.0,2.8753186,0.03617,9.718203,0.867,2310.6241,7.27,0.0158,0.0023,-0.0018,0.756,0.35,Transit
1237,HAT-P-16 b,HATP16,HJ,3,1,1.0,2.7759712,0.04134,14.448401,1.289,1341.56043,4.221,0.0462,0.0027,-0.0024,1.218,0.17,Transit
1238,HAT-P-15 b,HATP15,HJ,1,1,1.0,10.863502,0.0965,12.016048,1.072,619.45067,1.949,0.2,0.026,-0.028,1.013,0.22,Transit
1239,HAT-P-14 b,HATP14,HJ,2,1,1.0,4.627682,0.06062,12.89035,1.15,731.96249,2.303,0.1074,0.0076,-0.0079,1.386,0.11,Transit
1240,HAT-P-1 b,HATP1,HJ,2,1,1.0,4.46529976,0.0553,13.921578,1.242,166.86075,0.525,0.011,0.1,-0.1,1.133,0.13,Transit
1241,WASP-13 b,WASP13,HJ,1,1,1.0,4.353011,0.0558,17.127352,1.528,166.86075,0.525,0.016,0.1,-0.1,1.22,0.0,Transit
1242,Kepler-77 b,Kepler77,HJ,1,1,1.0,3.57878087,0.04502,10.76064,0.96,165.90726,0.522,0.079,0.1,-0.1,0.95,0.2,Transit
1243,EPIC 220674823 b,EPIC220674823,SE,1,2,1.0,0.571292,0.01326,1.725,0.15389446,8.21,0.02583155,0.0,0.1,-0.1,0.95,0.11,Transit
1244,EPIC 220674823 c,EPIC220674823,SE,1,2,2.0,13.3397,0.1083,2.836,0.25301141,8.9,0.02800253,0.13,0.1,-0.1,0.95,0.11,Transit
1245,GJ 9827 b,GJ9827,SE,1,3,1.0,1.2089819,0.0188,1.577,0.14069076,5.14,0.01617225,0.063,0.1,-0.1,0.606,-0.26,Transit
1246,GJ 9827 c,GJ9827,SE,1,3,2.0,3.648096,0.03925,1.241,0.11071479,1.3,0.00409026,0.094,0.1,-0.1,0.606,-0.26,Transit
1247,GJ 9827 d,GJ9827,SE,1,3,4.0,6.20147,0.0559,2.022,0.18039107,3.53,0.01110662,0.13,0.1,-0.1,0.606,-0.26,Transit
1248,K2-12 b,K212,SE,1,1,1.0,8.28246,0.0792,2.44,0.21768259,5.2,0.01636103,0.5,0.1,-0.1,0.965,0.0,Transit
1249,K2-167 b,K2167,SE,1,1,1.0,9.97748,0.091,2.3,0.20519261,6.5,0.02045129,0.47,0.1,-0.1,1.01,-0.4,Transit
1250,Kepler-10 b,Kepler10,SE,1,3,1.0,0.8374907,0.01685,1.47,0.13114484,3.26,0.01025711,0.0,0.1,-0.1,0.91,-0.15,Transit
1251,Kepler-10 c,Kepler10,SE,1,3,2.0,45.294301,0.241,2.355,0.21009939,11.29,0.03552231,0.136,0.05,-0.05,0.91,-0.15,Transit
1252,Kepler-10 c,Kepler10,SE,1,3,2.0,45.294301,0.241,2.355,0.21009939,11.4,0.03586841,0.13,0.05,-0.05,0.91,-0.15,Transit
1253,Kepler-10 d,Kepler10,SE,1,3,8.0,151.04,0.5379,,,12.68,0.03989574,0.26,0.1,-0.1,0.91,-0.15,Radial Velocity
1254,Wolf 503 b,Wolf503,SE,1,1,1.0,6.00127,0.05712,2.043,0.18226457,6.27,0.01972763,0.409,0.085,-0.085,0.688,-0.47,Transit
1255,HAT-P-27 b,HATP27,HJ,2,1,1.0,3.0395824,0.03998,11.43318,1.02,195.78328,0.616,0.028,0.1,-0.1,0.92,0.14,Transit
1256,HAT-P-7 b,HATP7,HJ,2,1,1.0,2.204737,0.03813,16.92559,1.51,574.00098,1.806,0.004,0.1,-0.1,1.51,0.26,Transit
1257,HAT-P-8 b,HATP8,HJ,3,1,1.0,3.0763458,0.04496,16.8135,1.5,430.34182,1.354,0.006,0.1,-0.1,1.28,0.01,Transit
1258,WASP-1 b,WASP1,HJ,2,1,1.0,2.5199448,0.03958,16.970426,1.514,301.30284,0.948,0.013,0.1,-0.1,1.301,0.26,Transit
1259,WASP-11 b,WASP11,HJ,3,1,1.0,3.7224793,0.04376,11.09691,0.99,169.08556,0.532,0.03,0.1,-0.1,0.806,0.12,Transit
1260,WASP-12 b,WASP12,HJ,3,1,1.0,1.0914209,0.02312,20.456425,1.825,441.7837,1.39,0.02,0.1,-0.1,1.38,0.32,Transit
1261,WASP-15 b,WASP15,HJ,1,1,1.0,3.75209748,0.0499,16.006452,1.428,172.26386,0.542,0.055,0.1,-0.1,1.18,-0.17,Transit
1262,WASP-18 b,WASP18,HJ,2,2,1.0,0.9414523,0.0203,12.397154,1.106,3241.866,10.2,0.00757,0.001,-0.001,1.25,0.0,Transit
1263,WASP-19 b,WASP19,HJ,1,1,1.0,0.7888396,0.01649,14.68379,1.31,367.72931,1.157,0.0061,0.1,-0.1,0.96,0.02,Transit
1264,XO-4 b,XO4,HJ,1,1,1.0,4.1250823,0.05524,15.02006,1.34,512.34196,1.612,0.0039,0.1,-0.1,1.32,-0.04,Transit
1265,HAT-P-3 b,HATP3,HJ,2,1,1.0,2.899736,0.03899,10.076891,0.899,193.55847,0.609,0.01,0.1,-0.1,0.928,0.27,Transit
1266,HD 72659 b,HD72659,CJ,1,2,1.0,3570.0,4.652,,,905.81095995,2.85,0.269,0.018,-0.026,1.053144,-0.01,Radial Velocity
1267,HD 68988 b,HD68988,HJ,1,2,1.0,6.2764187,0.0702,,,608.323571,1.914,0.1581,0.0027,-0.0031,1.171665,0.3052,Radial Velocity
1268,HD 68988 c,HD68988,DG,1,2,7.0,16000.0,13.2,,,4767.426105,15.0,0.45,0.13,-0.081,1.171665,0.3052,Radial Velocity
1269,HD 38529 b,HD38529,WJ,2,2,1.0,14.31014,0.1329,,,278.41768453,0.876,0.26,0.014,-0.015,1.529286,0.3773,Radial Velocity
1270,HD 38529 c,HD38529,CJ,2,2,11.0,2133.3,3.7365,,,4198.51325647,13.21,0.3545,0.0048,-0.0047,1.529286,0.3773,Radial Velocity
1271,HD 24040 b,HD24040,CJ,1,2,5.0,3552.0,4.708,,,1287.20504835,4.05,0.012,0.011,-0.0082,1.10394,0.1971,Radial Velocity
1272,HD 24040 c,HD24040,CS,1,2,1.0,515.4,1.3,,,63.88350981,0.201,0.11,0.12,-0.079,1.10394,0.1971,Radial Velocity
1273,HD 183263 b,HD183263,CJ,1,2,1.0,625.09,1.508,,,1177.23641953,3.704,0.3786,0.004,-0.004,1.170583,0.2776,Radial Velocity
1274,HD 183263 c,HD183263,CJ,1,2,13.0,5010.0,6.037,,,2529.91411972,7.96,0.0595,0.0064,-0.0063,1.170583,0.2776,Radial Velocity
1275,HD 169830 b,HD169830,WJ,1,2,1.0,225.789,0.813,,,939.50077109,2.956,0.306,0.012,-0.013,1.406679,0.1198,Radial Velocity
1276,HD 169830 c,HD169830,CJ,1,2,11.0,1831.9,3.282,,,1115.57770857,3.51,0.257,0.019,-0.019,1.406679,0.1198,Radial Velocity
1277,HD 168443 b,HD168443,WJ,1,2,1.0,58.11159,0.2977,,,2517.20098344,7.92,0.5313,0.00062,-0.00061,1.042438,0.0762,Radial Velocity
1278,HD 168443 c,HD168443,CJ,1,2,11.0,1749.67,2.881,,,5644.63250832,17.76,0.2112,0.0013,-0.0013,1.042438,0.0762,Radial Velocity
1279,HD 156279 b,HD156279,WJ,1,2,1.0,133.4031,0.5041,,,3019.3698665,9.5,0.64779,0.00068,-0.00066,0.959814,0.1917,Radial Velocity
1280,HD 156279 c,HD156279,CJ,1,2,11.0,4758.0,5.461,,,3003.47844615,9.45,0.2597,0.005,-0.0049,0.959814,0.1917,Radial Velocity
1281,14 Her b,14Her,CJ,1,2,1.0,1766.41,2.83,,,1541.46777395,4.85,0.3674,0.0035,-0.0038,0.969205,0.4052,Radial Velocity
1282,HD 145675 c,14Her,DG,1,2,13.0,25000.0,16.4,,,1843.4047606,5.8,0.45,0.17,-0.15,0.969205,0.4052,Radial Velocity
1283,HD 87883 b,HD87883,CJ,1,1,1.0,3303.0,4.072,,,728.46270884,2.292,0.7121,0.0083,-0.0079,0.825766,0.1045,Radial Velocity
1284,HD 8574 b,HD8574,WJ,1,1,1.0,227.04,0.75,,,561.28496676,1.766,0.306,0.022,-0.022,1.090782,-0.0104,Radial Velocity
1285,HD 80606 b,HD80606,WJ,2,1,1.0,111.43639,0.4602,,,1322.16617312,4.16,0.93043,0.00068,-0.00069,1.047138,0.3481,Radial Velocity
1286,HD 50554 b,HD50554,CJ,1,1,1.0,1222.8,2.265,,,1382.55357045,4.35,0.459,0.019,-0.018,1.037039,-0.0214,Radial Velocity
1287,HD 209458 b,HD209458,HJ,1,1,1.0,3.52476,0.04634,,,211.35589065,0.665,0.01,0.011,-0.0074,1.069175,-0.0055,Radial Velocity
1288,HD 189733 b,HD189733,HJ,2,1,1.0,2.218555,0.03126,,,369.63443734,1.163,0.027,0.021,-0.018,0.827851,0.0408,Radial Velocity
1289,HD 3651 b,HD3651,CS,1,1,1.0,62.242,0.2955,,,69.98581522,0.2202,0.614,0.015,-0.015,0.888252,0.1678,Radial Velocity
1290,HD 164922 b,HD164922,CS,1,4,8.0,1198.5,2.149,,,109.33297201,0.344,0.065,0.027,-0.029,0.921146,0.1967,Radial Velocity
1291,HD 164922 c,HD164922,SE,1,4,4.0,75.817,0.3411,,,14.33406116,0.0451,0.096,0.088,-0.066,0.921146,0.1967,Radial Velocity
1292,HD 164922 d,HD164922,SE,1,4,1.0,12.4584,0.1023,,,4.73564326,0.0149,0.18,0.17,-0.12,0.921146,0.1967,Radial Velocity
1293,HD 164922 e,HD164922,SE,1,4,2.0,41.763,0.2292,,,10.52012027,0.0331,0.086,0.083,-0.06,0.921146,0.1967,Radial Velocity
1294,HD 156668 b,HD156668,SE,1,2,1.0,4.64275,0.05024,,,5.02168883,0.0158,0.235,0.072,-0.072,0.785167,0.0493,Radial Velocity
1295,HD 156668 c,HD156668,CS,1,2,2.0,811.3,1.57,,,31.49679513,0.0991,0.089,0.084,-0.061,0.785167,0.0493,Radial Velocity
1296,HD 107148 b,HD107148,CS,2,2,2.0,77.181,0.3668,,,64.51916662,0.203,0.174,0.071,-0.075,1.105215,0.2964,Radial Velocity
1297,HD 107148 c,HD107148,SE,2,2,1.0,18.3267,0.1407,,,19.89605828,0.0626,0.34,0.13,-0.16,1.105215,0.2964,Radial Velocity
1298,HD 1461 b,HD1461,SE,1,2,1.0,5.77142,0.0636,,,6.61083087,0.0208,0.062,0.06,-0.042,1.03064,0.1823,Radial Velocity
1299,HD 1461 c,HD1461,SE,1,2,2.0,13.504,0.1121,,,7.05579064,0.0222,0.11,0.1,-0.077,1.03064,0.1823,Radial Velocity
1300,HD 219134 b,HD219134,SE,1,6,1.0,3.092947,0.03838,,,4.13176929,0.013,0.063,0.07,-0.045,0.788484,0.0834,Radial Velocity
1301,HD 219134 c,HD219134,SE,1,6,2.0,6.76406,0.06466,,,3.55967816,0.0112,0.16,0.12,-0.11,0.788484,0.0834,Radial Velocity
1302,HD 219134 d,HD219134,SE,1,6,8.0,46.734,0.2345,,,16.3999458,0.0516,0.077,0.055,-0.05,0.788484,0.0834,Radial Velocity
1303,HD 219134 f,HD219134,SE,1,6,4.0,22.7945,0.1453,,,7.72323029,0.0243,0.072,0.078,-0.051,0.788484,0.0834,Radial Velocity
1304,HD 219134 h,HD219134,CS,1,6,16.0,2104.0,2.968,,,97.89114936,0.308,0.025,0.027,-0.018,0.788484,0.0834,Radial Velocity
1305,HD 42618 b,HD42618,SE,1,1,1.0,148.49,0.5337,,,15.19219785,0.0478,0.27,0.13,-0.12,0.919887,-0.0862,Radial Velocity
1306,HD 45184 b,HD45184,SE,1,2,1.0,5.8858,0.0641,,,11.91856526,0.0375,0.18,0.1,-0.1,1.014904,0.0422,Radial Velocity
1307,HD 45184 c,HD45184,SE,1,2,2.0,13.1407,0.1095,,,10.9332972,0.0344,0.48,0.18,-0.24,1.014904,0.0422,Radial Velocity
1308,HD 69830 b,HD69830,SE,1,3,1.0,8.66945,0.0794,,,10.26585755,0.0323,0.112,0.054,-0.06,0.889787,0.012,Radial Velocity
1309,HD 69830 c,HD69830,SE,1,3,2.0,31.613,0.1882,,,9.85268062,0.031,0.114,0.096,-0.079,0.889787,0.012,Radial Velocity
1310,HD 69830 d,HD69830,SE,1,3,4.0,200.61,0.645,,,14.07979843,0.0443,0.1,0.1,-0.073,0.889787,0.012,Radial Velocity
1311,HD 7924 b,HD7924,SE,1,3,1.0,5.39785,0.05595,,,8.23175574,0.0259,0.049,0.044,-0.035,0.802036,-0.1235,Radial Velocity
1312,HD 7924 c,HD7924,SE,1,3,2.0,15.3006,0.1121,,,8.83562971,0.0278,0.1,0.069,-0.062,0.802036,-0.1235,Radial Velocity
1313,HD 7924 d,HD7924,SE,1,3,4.0,24.4459,0.1532,,,6.10230541,0.0192,0.17,0.1,-0.1,0.802036,-0.1235,Radial Velocity
1314,HD 90156 b,HD90156,SE,1,1,1.0,49.609,0.2509,,,11.7914339,0.0371,0.16,0.18,-0.11,0.855954,-0.1805,Radial Velocity
1315,HD 97658 b,HD97658,SE,1,1,1.0,9.48908,0.0805,,,7.85036165,0.0247,0.063,0.061,-0.044,0.771773,-0.2284,Radial Velocity
1316,HD 10697 b,HD10697,CJ,1,1,1.0,1075.65,2.156,,,2030.92352073,6.39,0.0998,0.0082,-0.0082,1.155848,0.1596,Radial Velocity
1317,HD 114729 b,HD114729,CJ,2,1,1.0,1132.7,2.094,,,283.50293904,0.892,0.098,0.048,-0.05,0.955311,-0.272,Radial Velocity
1318,HD 117207 b,HD117207,CJ,1,1,1.0,2615.0,3.744,,,594.33912109,1.87,0.142,0.027,-0.026,1.024232,0.2248,Radial Velocity
1319,HD 126614 b,HD126614,CS,3,1,1.0,1253.5,2.291,,,113.14691289,0.356,0.577,0.069,-0.065,1.021245,0.4083,Radial Velocity
1320,HD 13931 b,HD13931,CJ,1,1,1.0,4449.0,5.323,,,607.37008578,1.911,0.02,0.021,-0.014,1.015973,0.0406,Radial Velocity
1321,HD 154345 b,HD154345,CJ,1,1,1.0,3420.0,4.272,,,287.63470834,0.905,0.038,0.036,-0.027,0.886394,-0.0699,Radial Velocity
1322,HD 16141 b,HD16141,CS,2,1,1.0,75.455,0.3609,,,79.45710175,0.25,0.195,0.051,-0.051,1.101155,0.1547,Radial Velocity
1323,HD 170469 b,HD170469,CJ,2,1,1.0,1130.0,2.213,,,176.39476588,0.555,0.15,0.16,-0.11,1.134802,0.3112,Radial Velocity
1324,HD 178911 B b,HD178911B,WJ,3,1,1.0,71.479,0.3399,,,2247.04683749,7.07,0.1132,0.0025,-0.0025,1.02556,0.2599,Radial Velocity
1325,HD 181234 b,HD181234,CJ,1,1,1.0,7504.0,7.43,,,2892.2385037,9.1,0.792,0.069,-0.083,0.97304,0.3773,Radial Velocity
1326,HD 192263 b,HD192263,WJ,1,1,1.0,24.3597,0.154,,,209.13109181,0.658,0.04,0.037,-0.027,0.820538,0.0476,Radial Velocity
1327,HD 195019 b,HD195019,WJ,2,1,1.0,18.201228,0.1376,,,1161.66282759,3.655,0.0198,0.0032,-0.0032,1.049075,0.05,Radial Velocity
1328,HD 210277 b,HD210277,CJ,1,1,1.0,442.943,1.123,,,392.83591105,1.236,0.472,0.0055,-0.0056,0.963925,0.2131,Radial Velocity
1329,HD 217107 b,HD217107,HJ,1,2,1.0,7.1268744,0.0739,,,440.19234369,1.385,0.1279,0.0017,-0.0016,1.059631,0.3399,Radial Velocity
1330,HD 217107 c,HD217107,CJ,1,2,7.0,5141.0,5.942,,,1369.84043417,4.31,0.3928,0.0069,-0.0067,1.059631,0.3399,Radial Velocity
1331,HD 218566 b,HD218566,CS,1,1,1.0,225.17,0.6875,,,62.93002459,0.198,0.27,0.1,-0.095,0.855318,0.2984,Radial Velocity
1332,HD 222582 b,HD222582,CJ,2,1,1.0,572.537,1.335,,,2504.48784716,7.88,0.7615,0.0035,-0.0034,0.969129,0.0171,Radial Velocity
1333,HD 26161 b,HD26161,DG,1,1,1.0,32000.0,20.4,,,4290.6834945,13.5,0.82,0.061,-0.05,1.132916,-0.0095,Radial Velocity
1334,HD 28185 b,HD28185,CJ,1,2,1.0,385.54,1.044,,,1919.68357828,6.04,0.0629,0.0042,-0.0049,1.023031,0.2272,Radial Velocity
1335,HD 34445 b,HD34445,CJ,1,6,1.0,1059.0,2.105,,,209.13109181,0.658,0.103,0.059,-0.056,1.11037,0.1376,Radial Velocity
1336,HD 40979 b,HD40979,WJ,3,1,1.0,265.36,0.8669,,,1207.7479466,3.8,0.251,0.028,-0.028,1.234706,0.2032,Radial Velocity
1337,HD 4208 b,HD4208,CJ,1,1,1.0,829.5,1.634,,,245.0457018,0.771,0.059,0.044,-0.038,0.846671,-0.2201,Radial Velocity
1338,HD 45350 b,HD45350,CJ,1,1,1.0,978.19,1.958,,,578.76552915,1.821,0.794,0.012,-0.012,1.047175,0.292,Radial Velocity
1339,HD 66428 b,HD66428,CJ,1,2,1.0,2288.9,3.455,,,1013.87261833,3.19,0.418,0.015,-0.014,1.050575,0.2714,Radial Velocity
1340,HD 66428 c,HD66428,BD,1,2,13.0,39000.0,23.0,,,8581.366989,27.0,0.32,0.23,-0.16,1.050575,0.2714,Radial Velocity
1341,HD 82943 b,HD82943,CJ,1,2,11.0,441.93,1.189,,,489.13791837,1.539,0.142,0.042,-0.046,1.147658,0.2304,Radial Velocity
1342,HD 82943 c,HD82943,WJ,1,2,1.0,219.929,0.747,,,525.05252836,1.652,0.421,0.014,-0.015,1.147658,0.2304,Radial Velocity
1343,HD 99109 b,HD99109,CS,1,1,1.0,441.0,1.122,,,150.65066492,0.474,0.06,0.064,-0.042,0.969168,0.3839,Radial Velocity
1344,HD 168746 b,HD168746,HS,1,1,1.0,6.4045,0.06504,,,72.90983657,0.2294,0.098,0.026,-0.026,0.894854,-0.034,Radial Velocity
1345,HD 49674 b,HD49674,HS,1,1,1.0,4.94724,0.058,,,36.51848396,0.1149,0.06,0.06,-0.042,1.064018,0.3001,Radial Velocity
1346,BD-10 3166 b,BD103166,HS,1,1,1.0,3.487905,0.045,,,142.70495474,0.449,0.022,0.024,-0.015,0.999531,0.37,Radial Velocity
1347,GJ 676 A b,GJ676A,CJ,2,4,4.0,1051.44521,1.735,,,1840.86213334,5.792,0.319,0.003,-0.003,0.626,0.23,Radial Velocity
1348,GJ 676 A c,GJ676A,CJ,2,4,52.0,13921.42302,9.726,,,4288.14086724,13.492,0.295,0.033,-0.049,0.626,0.23,Radial Velocity
1349,GJ 676 A d,GJ676A,SE,2,4,1.0,3.60076,0.039,,,3.81394088,0.012,0.192,0.073,-0.079,0.626,0.23,Radial Velocity
1350,GJ 676 A e,GJ676A,SE,2,4,2.0,35.47358,0.181,,,6.67439655,0.021,0.152,0.086,-0.06,0.626,0.23,Radial Velocity
1351,WASP-70 A b,WASP70A,HJ,2,1,1.0,3.7130203,0.04853,13.047,1.164,187.512,0.59,0.0,0.1,-0.1,1.106,-0.006,Transit
1352,KELT-19 A b,KELT19A,HJ,2,1,1.0,4.6117093,0.0637,21.40919,1.91,1293.5681,4.07,,0.1,-0.1,1.62,-0.12,Transit
1353,K2-419 A b,K2419A,WJ,2,1,1.0,20.35847252,0.1208,10.55,0.941,196.0,0.617,0.042,0.045,-0.029,0.562,-0.11,Transit
1354,IC 4651 9122 b,IC46519122,CJ,1,1,1.0,734.0,2.038,,,2002.329,6.3,0.18,0.09,-0.09,2.1,0.12,Radial Velocity
1355,WASP-160 B b,WASP160B,HS,2,1,1.0,3.7684952,0.0452,12.21781,1.09,88.35674,0.278,0.0,0.1,-0.1,0.87,0.27,Transit
1356,GJ 160.2 b,GJ1602,SE,1,1,1.0,5.2354,0.053,,,10.2,0.03209263,0.06,0.2,-0.06,0.69,-0.54,Radial Velocity
1357,16 Cyg B b,16CygB,CJ,3,1,1.0,799.45,1.676,,,556.83536906,1.752,0.6832,0.0031,-0.0031,0.982996,0.0739,Radial Velocity
1358,HD 187085 b,HD187085,CJ,1,1,1.0,986.0,2.05,,,238.36,0.75,0.47,0.1,-0.1,1.22,0.05,Radial Velocity
1359,psi1 Dra B b,psi1DraB,CJ,3,1,1.0,3117.0,4.43,,,486.2799,1.53,0.4,0.05,-0.05,1.19,0.01,Radial Velocity
1360,BD-14 3065 b,BD143065A,HJ,3,1,1.0,4.2889731,0.0656,21.59,1.926,3932.0,12.37,0.066,0.0098,-0.011,1.41,-0.34,Transit
1361,HD 93963 A b,HD93963A,SE,2,2,1.0,1.0376109,0.02061,1.46954368,0.13110413,2.8,0.00880979,0.0,0.1,-0.1,1.0844,0.11,Transit
1362,HD 93963 A c,HD93963A,SE,2,2,2.0,3.6451389,0.04726,3.11976057,0.27832688,18.4,0.05789287,0.0,0.1,-0.1,1.0844,0.11,Transit
1363,WASP-94 A b,WASP94A,HS,2,2,1.0,3.9501907,0.055,19.28,1.72,143.653,0.452,0.13,0.1,-0.1,1.45,0.26,Transit
1364,WASP-180 A b,WASP180A,HJ,2,1,1.0,3.409264,0.048,13.89916,1.24,286.047,0.9,0.0,0.1,-0.1,1.3,0.1,Transit
