,pl_name,hostname,sy_snum,sy_pnum,pl_type,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,se_companion,ss_companion,gg_companion
390,TOI-3321 b,TOI-3321,1,1,HJ,3.6525145,0.047,176.07694,0.554,0.054,,5850.0,1.55,1.04,-0.103,0,0,0
391,TOI-2589 b,TOI-2589,1,1,WJ,61.6277,0.3,1112.39942,3.5,0.522,,5579.0,1.07,0.93,0.12,0,0,0
392,TOI-2529 b,TOI-2529,1,1,WJ,64.5949,0.327,743.71847,2.34,0.021,,5802.0,1.7,1.11,0.1,0,0,0
393,TOI-2497 b,TOI-2497,1,1,WJ,10.655669,0.1166,1531.93292,4.82,0.195,,7360.0,2.36,1.86,0.094,0,0,0
394,TOI-2485 b,TOI-2485,1,1,WJ,11.23479,0.1093,766.60212,2.412,0.0341,,,1.72,1.16,,0,0,0
395,TOI-2420 b,TOI-2420,1,1,HJ,5.842641,0.0684,294.62693,0.927,0.055,,,2.37,1.16,,0,0,0
396,TOI-2368 b,TOI-2368,1,1,HJ,5.1750073,0.05649,206.58846,0.65,0.061,,5360.0,0.85,0.9,0.1,0,0,0
397,TOI-2338 b,TOI-2338,1,1,WJ,22.65398,0.158,1900.61387,5.98,0.676,,5581.0,1.05,0.99,0.22,0,0,0
398,TOI-2180 b,TOI-2180,1,1,WJ,260.79,0.828,875.61726,2.755,0.3683,G5,5695.0,1.64,1.11,0.253,0,0,0
399,TOI-2107 b,TOI-2107,1,1,HJ,2.4545467,0.03515,263.79758,0.83,0.033,,5627.0,0.93,0.96,0.07,0,0,0
400,TOI-2010 b,TOI-2010,1,1,WJ,141.834025,0.5516,408.72733,1.286,0.212,F0,5929.0,1.08,1.11,0.168,0,0,0
401,TOI-1899 b,TOI-1899,1,1,WJ,29.090312,0.1525,212.94503,0.67,0.044,,3926.0,0.61,0.63,0.28,0,0,0
402,TOI-1855 b,TOI-1855,1,1,HJ,1.36414864,0.02398,360.09959,1.133,0.033,,5359.0,1.04,0.99,0.399,0,0,0
403,TOI-1516 b,TOI-1516,1,1,CJ,2.056014,32.99738178877934,1004.33777,3.16,,F8 V,6520.0,1.14,1.14,-0.05,0,0,0
404,TOI-1181 b,TOI-1181,1,1,CJ,2.103189,35.376550773487224,374.71969,1.179,0.011,,6054.0,1.96,1.47,0.38,0,0,0
405,TIC 4672985 b,TIC 4672985,1,1,WJ,69.048,0.33,4049.13391,12.74,0.018,,5757.0,1.15,1.01,0.14,0,0,0
406,TIC 241249530 b,TIC 241249530,2,1,WJ,165.7719,0.641,1582.78547,4.98,0.9412,,6166.0,1.4,1.27,0.09,0,0,0
407,Qatar-2 b,Qatar-2,1,1,HJ,1.33711647,0.02153,792.635,2.494,0.0,,4645.0,0.78,0.74,0.02,0,0,0
408,NGTS-30 b,NGTS-30,1,1,WJ,98.29838,0.408,305.11527,0.96,0.294,,5455.0,0.91,0.94,-0.03,0,0,0
409,NGTS-20 b,NGTS-20,1,1,WJ,54.18915,0.313,947.12865,2.98,0.432,G1 IV,5980.0,1.78,1.47,0.15,0,0,0
410,NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,WJ,511.21,0.8872292918257624,692.8694,2.18,0.16,K4 III,4200.0,,1.37,,0,0,0
411,NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,1,WJ,77.48,0.384,572.09113,1.8,0.0,F9.5 V,6000.0,2.13,1.26,-0.013,0,0,0
412,Kepler-447 b,Kepler-447,1,1,HJ,7.79430132,0.0769,435.41,1.37,0.123,G8 V,5493.0,1.05,1.0,0.07,0,0,0
413,Kepler-43 b,Kepler-43,1,1,HJ,3.0240949,0.046,1026.5909,3.23,,,6041.0,1.42,1.32,0.33,0,0,0
414,Kepler-423 b,Kepler-423,1,1,HJ,2.6843285,0.03585,189.101,0.595,0.019,G4 V,5560.0,0.95,0.85,-0.1,0,0,0
415,Kepler-1658 b,Kepler-1658,1,1,HJ,3.84937278,0.0544,1868.8404,5.88,0.0628,,6216.0,2.89,1.45,-0.18,0,0,0
416,KOI-3680 b,KOI-3680,1,1,WJ,141.241671,0.534,613.4119,1.93,0.496,,5830.0,0.96,1.01,0.16,0,0,0
417,KIC 8121913 b,KIC 8121913,1,1,CJ,3.294601,26.168428600996727,667.43965,2.1,,,5975.3,2.23,1.46,0.252,0,0,0
418,KIC 3526061 b,KIC 3526061,1,1,CJ,3552.0,5.14,5768.58559,18.15,0.85,,4829.0,5.86,1.42,0.12,0,0,0
419,KELT-4 A b,KELT-4 A,3,1,HJ,2.9895932,0.04317,286.68266,0.902,0.0,F,6206.0,1.6,1.2,-0.116,0,0,0
420,KELT-24 b,KELT-24,2,1,HJ,5.55149296,0.0665,1458.83239,4.59,0.0319,,6426.0,1.34,1.27,0.138,0,0,0
421,KELT-19 A b,KELT-19 A,2,1,HJ,4.6117093,0.0637,1293.5681,4.07,,A8 V,7500.0,1.83,1.62,-0.12,0,0,0
422,KELT-17 b,KELT-17,1,1,HJ,3.0801716,0.04881,416.3573,1.31,,A,7454.0,1.65,1.64,-0.018,0,0,0
423,KELT-12 b,KELT-12,1,1,HJ,5.031623,0.06708,301.9385,0.95,0.0,,6279.0,2.37,1.59,0.19,0,0,0
424,K2-97 b,K2-97,1,1,HJ,8.407115,0.0854,174.4878,0.549,0.207,,4673.0,4.14,1.17,0.328,0,0,0
425,K2-419 A b,K2-419 A,2,1,WJ,20.35847252,0.1208,196.0,0.617,0.042,,3711.0,0.54,0.56,-0.11,0,0,0
426,IC 4651 9122 b,IC 4651 9122,1,1,CJ,734.0,2.038,2002.329,6.3,0.18,,,,2.1,0.12,0,0,0
427,HS Psc b,HS Psc,1,1,HJ,3.986,0.0435,464.02947,1.46,0.27,K7 V,4203.0,0.65,0.69,-0.05,0,0,0
428,HR 5183 b,HR 5183,2,1,CJ,27000.0,18.0,1026.5909,3.23,0.84,,5794.0,1.53,1.07,0.1,0,0,0
429,HIP 75092 b,HIP 75092,1,1,CJ,926.4,2.02,568.91285,1.79,0.42,K0 III,4891.0,4.53,1.28,-0.01,0,0,0
430,HIP 74890 b,HIP 74890,1,1,CJ,822.3,2.1,762.792,2.4,0.07,K1 III,4850.0,5.77,1.74,0.2,0,0,0
431,HIP 63242 b,HIP 63242,1,1,WJ,124.6,0.565,2917.56,9.18,0.23,G8,4830.0,,1.54,-0.31,0,0,0
432,HIP 114933 b,HIP 114933,1,1,CJ,1481.6,2.84,616.58711,1.94,0.21,K0 III,4823.0,5.27,1.39,0.06,0,0,0
433,HIP 109600 b,HIP 109600,2,1,WJ,232.08,0.706,851.7844,2.68,0.163,G5,5530.0,,0.87,-0.12,0,0,0
434,HIP 109384 b,HIP 109384,1,1,CJ,499.48,1.134,495.8148,1.56,0.549,G5,5180.0,,0.78,-0.26,0,0,0
435,HIP 107773 b,HIP 107773,1,1,WJ,144.3,0.72,629.3034,1.98,0.09,K1 III,4945.0,11.6,2.42,0.03,0,0,0
436,HIP 105854 b,HIP 105854,1,1,WJ,184.2,0.81,2606.1,8.2,0.02,K2 III,4780.0,,2.1,0.31,0,0,0
437,HD 99283 b,HD 99283,1,1,CJ,310.4,1.08,308.29355,0.97,0.2,K0 III,4886.0,11.21,1.76,-0.16,0,0,0
438,HD 98736 b,HD 98736,2,1,CJ,968.8,1.864,740.5439,2.33,0.226,,5271.0,0.93,0.92,0.36,0,0,0
439,HD 98219 b,HD 98219,1,1,CJ,433.8,1.26,624.21812,1.964,0.079,,4925.0,4.6,1.41,,0,0,0
440,HD 96992 b,HD 96992,1,1,CJ,514.0,1.24,362.3262,1.14,0.41,,4725.0,7.43,0.96,-0.45,0,0,0
441,HD 96167 b,HD 96167,2,1,CJ,498.04,1.332,227.88411,0.717,0.685,,5733.0,1.94,1.27,,0,0,0
442,HD 96063 b,HD 96063,1,1,CJ,362.5,1.11,403.6441,1.27,0.17,,5020.0,4.75,1.37,,0,0,0
443,HD 94834 b,HD 94834,1,1,CJ,1576.0,2.74,400.4658,1.26,0.14,,4798.0,4.2,1.11,,0,0,0
444,HD 94771 b,HD 94771,1,1,CJ,2164.0,3.48,169.0,0.53,0.39,G3/G5 V,5631.0,1.9,1.2,0.22,0,0,0
445,HD 9174 b,HD 9174,1,1,CJ,1179.0,2.2,352.7913,1.11,0.12,G8 IV,5577.0,1.67,1.03,0.39,0,0,0
446,HD 89744 b,HD 89744,2,1,WJ,256.78,0.917,2653.8805,8.35,0.677,,6291.0,,1.86,,0,0,0
447,HD 87883 b,HD 87883,1,1,CJ,3309.22118,4.055,1719.13385,5.409,0.707,,,,0.81,,0,0,0
448,HD 87646 b,HD 87646,3,1,WJ,13.481,0.117,3941.092,12.4,0.05,G,5770.0,1.55,1.12,-0.17,0,0,0
449,HD 86950 b,HD 86950,1,1,CJ,1270.0,2.72,1144.188,3.6,0.17,K1 III,4805.0,8.8,1.66,0.04,0,0,0
450,HD 86081 b,HD 86081,2,1,HJ,2.1378431,0.0346,470.3884,1.48,0.0119,F8,5939.0,1.46,1.21,0.22,0,0,0
451,HD 8574 b,HD 8574,1,1,WJ,227.0,0.76,645.1949,2.03,0.3,,6064.0,1.38,1.34,0.01,0,0,0
452,HD 8535 b,HD 8535,2,1,CJ,1313.0,2.45,216.1244,0.68,0.15,G0 V,6136.0,1.19,1.13,0.06,0,0,0
453,HD 81688 b,HD 81688,1,1,WJ,183.93,0.648,525.68819,1.654,0.04,K0 III-IV,4797.0,11.13,1.07,-0.32,0,0,0
454,HD 80606 b,HD 80606,2,1,CJ,111.4367,2.310693598886069,1392.0954,4.38,0.93,,5561.0,1.04,1.15,0.35,0,0,0
455,HD 79181 b,HD 79181,1,1,WJ,273.1,0.9,203.41018,0.64,0.259,G8 III,4862.0,11.06,1.28,-0.28,0,0,0
456,HD 76920 b,HD 76920,1,1,CJ,415.891,1.091,994.80291,3.13,0.8782,,4664.0,8.33,1.0,-0.19,0,0,0
457,HD 73534 b,HD 73534,1,1,CJ,1750.0,2.99,353.42696,1.112,0.126,,4917.0,2.58,1.16,,0,0,0
458,HD 72490 b,HD 72490,1,1,CJ,858.0,1.88,561.92344,1.768,0.124,,4934.0,4.96,1.21,,0,0,0
459,HD 70573 b,HD 70573,1,1,CJ,851.8,1.76,1900.0,6.1,0.4,G1-1.5 V,5737.0,,1.0,-0.18,0,0,0
460,HD 68402 b,HD 68402,1,1,CJ,1103.0,2.18,975.7381,3.07,0.03,G5 IV/V,5950.0,1.02,1.12,0.29,0,0,0
461,HD 66141 b,HD 66141,1,1,CJ,480.5,1.2,1906.9,6.0,0.07,K2 III,4323.0,21.4,1.1,-0.323,0,0,0
462,HD 62509 b,HD 62509,1,1,CJ,589.64,1.64,731.0,2.3,0.02,,4892.63,,,0.103,0,0,0
463,HD 60292 b,HD 60292,1,1,CJ,495.4,1.5,2065.895,6.5,0.27,K0 III,4348.0,27.0,1.7,-0.17,0,0,0
464,HD 59686 A b,HD 59686 A,2,1,CJ,299.36,1.086,2199.3836,6.92,0.05,K2 III,4658.0,13.2,1.9,0.15,0,0,0
465,HD 5583 b,HD 5583,1,1,WJ,139.35,0.53,1837.0574,5.78,0.076,,4830.0,9.09,1.01,-0.5,0,0,0
466,HD 55696 b,HD 55696,1,1,CJ,1827.0,3.18,1230.0021,3.87,0.705,G0 V,6012.0,1.52,1.29,0.37,0,0,0
467,HD 52265 b,HD 52265,1,1,WJ,119.27,0.52,384.5743,1.21,0.27,,6136.0,,1.2,,0,0,0
468,HD 50554 b,HD 50554,1,1,CJ,1293.0,2.353,1574.464,4.954,0.501,,5987.0,1.02,1.04,-0.04,0,0,0
469,HD 4917 b,HD 4917,1,1,CJ,400.5,1.167,513.29545,1.615,0.066,,4802.0,5.01,1.32,,0,0,0
470,HD 4760 b,HD 4760,1,1,CJ,434.0,1.14,4417.837,13.9,0.23,,4076.0,42.4,1.05,-0.91,0,0,0
471,HD 47536 b,HD 47536,1,1,CJ,712.13,1.93,2330.0,7.32,0.2,K1 III,4380.0,23.47,2.1,,0,0,0
472,HD 43691 b,HD 43691,3,1,WJ,36.9987,0.238,810.4665,2.55,0.0796,G0,6093.0,1.6,1.32,0.33,0,0,0
473,HD 4313 b,HD 4313,1,1,CJ,356.21,1.157,612.45841,1.927,0.147,,4943.0,5.14,1.63,,0,0,0
474,HD 42012 b,HD 42012,1,1,CJ,857.5,1.67,508.528,1.6,0.2,K0,5405.0,0.82,0.83,-0.09,0,0,0
475,HD 36384 b,HD 36384,1,1,CJ,490.0,1.3,2097.66749,6.6,0.2,M0 III,3940.0,38.4,1.14,-0.16,0,0,0
476,HD 360 b,HD 360,1,1,WJ,273.1,0.98,238.37131,0.75,0.139,G8 III,4770.0,10.86,1.69,-0.06,0,0,0
477,HD 35759 b,HD 35759,1,1,WJ,82.467,0.389,1195.0408,3.76,0.389,G0,6060.0,,1.15,0.04,0,0,0
478,HD 331093 b,HD 331093,1,1,CJ,621.62,1.44,476.74261,1.5,0.59,K0,5544.0,,1.03,0.17,0,0,0
479,HD 32963 b,HD 32963,1,1,CJ,2372.0,3.41,222.481,0.7,0.07,,5727.0,,0.94,0.11,0,0,0
480,HD 32518 b,HD 32518,1,1,WJ,157.35,0.594,905.49313,2.849,0.028,K1 III,4580.0,10.22,1.13,-0.15,0,0,0
481,HD 30856 b,HD 30856,2,1,CJ,847.0,1.85,491.68301,1.547,0.061,,4895.0,4.4,1.17,,0,0,0
482,HD 2952 b,HD 2952,1,1,CJ,312.08,1.117,284.77425,0.896,0.269,K0 III,4853.0,10.9,1.91,0.0,0,0,0
483,HD 29021 b,HD 29021,1,1,CJ,1362.3,2.28,762.792,2.4,0.459,G5,5560.0,0.85,0.85,-0.24,0,0,0
484,HD 28678 b,HD 28678,1,1,CJ,380.2,1.18,490.09386,1.542,0.149,,4972.0,6.48,1.53,,0,0,0
485,HD 27969 b,HD 27969,1,1,CJ,654.5,1.552,1525.57635,4.8,0.182,G0 V,5966.0,1.27,1.16,0.18,0,0,0
486,HD 25723 b,HD 25723,1,1,CJ,457.01,1.49,794.57102,2.5,0.04,K1 III,4766.0,13.76,2.12,-0.03,0,0,0
487,HD 240210 b,HD 240210,1,1,CJ,501.75,1.16,1655.82,5.21,0.15,K3 III,4297.0,,0.82,-0.18,0,0,0
488,HD 238914 b,HD 238914,1,1,CJ,4100.0,5.7,1906.98,6.0,0.56,,4769.0,12.73,1.47,-0.25,0,0,0
489,HD 233832 b,HD 233832,2,1,CJ,2058.0,2.827,565.7374,1.78,0.359,,4981.0,0.68,0.71,-0.66,0,0,0
490,HD 233604 b,HD 233604,1,1,WJ,192.0,0.747,2089.644,6.575,0.05,K5,4791.0,10.9,1.5,-0.36,0,0,0
491,HD 231701 b,HD 231701,1,1,WJ,141.63,0.567,359.1479,1.13,0.13,F8 V,6101.0,1.53,1.21,0.05,0,0,0
492,HD 22781 b,HD 22781,1,1,CJ,528.07,1.167,4338.2,13.65,0.8191,K1,5027.0,,0.75,-0.37,0,0,0
493,HD 224693 b,HD 224693,1,1,WJ,26.6904,0.191,222.481,0.7,0.104,G2 V,5894.0,1.93,1.31,0.27,0,0,0
494,HD 222237 b,HD 222237,1,1,CJ,14892.0,10.8,1649.52943,5.19,0.56,K3 V,4751.0,0.71,0.76,-0.32,0,0,0
495,HD 222076 b,HD 222076,1,1,CJ,871.0,1.83,495.8148,1.56,0.08,K0 III,4806.0,4.1,1.07,0.05,0,0,0
496,HD 221585 b,HD 221585,1,1,CJ,1173.0,2.306,511.7063,1.61,0.123,G8 IV,5620.0,,1.19,0.29,0,0,0
497,HD 221287 b,HD 221287,1,1,CJ,456.1,1.25,982.05,3.09,0.08,,6304.0,,1.25,-0.03,0,0,0
498,HD 220842 b,HD 220842,2,1,WJ,218.47,0.74,1010.6994,3.18,0.404,F8,5960.0,,1.13,-0.17,0,0,0
499,HD 220773 b,HD 220773,1,1,CJ,3724.7,4.94,460.8,1.45,0.51,F9,5940.0,,1.16,0.09,0,0,0
500,HD 219415 b,HD 219415,1,1,CJ,2093.3,3.2,317.83,1.0,0.4,K0 III,4820.0,2.9,1.0,-0.04,0,0,0
501,HD 219139 b,HD 219139,1,1,WJ,275.5,0.94,247.90616,0.78,0.11,G5 III,4831.0,11.22,1.46,-0.2,0,0,0
502,HD 213472 b,HD 213472,1,1,CJ,17000.0,13.0,1112.39942,3.5,0.53,,5729.54,1.43,1.05,0.125,0,0,0
503,HD 212771 b,HD 212771,1,1,CJ,380.7,1.19,759.6137,2.39,0.076,,5003.0,5.27,1.56,,0,0,0
504,HD 211810 b,HD 211810,1,1,CJ,1558.0,2.656,212.9461,0.67,0.68,G5,5652.0,1.13,1.03,0.17,0,0,0
505,HD 211403 b,HD 211403,1,1,WJ,223.8,0.768,1760.76937,5.54,0.084,F7 V,6273.0,1.21,1.2,0.18,0,0,0
506,HD 210702 b,HD 210702,1,1,CJ,355.5,1.079,481.51004,1.515,0.071,K1 IV,4912.0,4.54,1.33,-0.02,0,0,0
507,HD 209458 b,HD 209458,1,1,CJ,3.52474859,23.627159683111344,232.0159,0.73,0.0,,6091.0,1.19,1.23,0.01,0,0,0
508,HD 208897 b,HD 208897,1,1,CJ,358.27,1.063,379.48712,1.194,0.02,K0,4860.0,4.98,1.25,0.21,0,0,0
509,HD 208527 b,HD 208527,1,1,CJ,875.5,2.1,3146.4,9.9,0.08,M1 III,4035.0,51.1,1.6,-0.09,0,0,0
510,HD 206610 b,HD 206610,1,1,CJ,673.2,1.74,647.10188,2.036,0.1,,4842.0,6.12,1.55,,0,0,0
511,HD 205739 b,HD 205739,1,1,WJ,279.8,0.896,435.41,1.37,0.27,,6176.0,1.33,1.22,0.19,0,0,0
512,HD 19994 b,HD 19994,3,1,CJ,466.2,1.305,435.41,1.37,0.063,F8 V,6188.0,,1.36,0.27,0,0,0
513,HD 197037 b,HD 197037,2,1,CJ,1035.7,2.07,251.0,0.79,0.22,F7 V,6150.0,,1.11,-0.2,0,0,0
514,HD 196885 A b,HD 196885 A,2,1,CJ,1333.0,2.37,819.97,2.58,0.48,,6254.0,1.31,1.28,0.22,0,0,0
515,HD 19615 b,HD 19615,1,1,CJ,402.0,1.1,2701.54146,8.5,0.2,K0,4263.0,32.3,1.1,-0.31,0,0,0
516,HD 196067 b,HD 196067,2,1,CJ,3638.0,5.02,2192.9,6.9,0.66,G1 V,6017.0,1.73,1.29,0.18,0,0,0
517,HD 190984 b,HD 190984,1,1,CJ,4885.0,5.5,985.2,3.1,0.57,F8 V,5988.0,1.53,0.91,-0.48,0,0,0
518,HD 189733 b,HD 189733,2,1,CJ,2.21857567,27.75586561278456,359.1479,1.13,0.0,,5052.0,0.75,0.79,-0.02,0,0,0
519,HD 18742 b,HD 18742,1,1,CJ,766.0,1.82,1080.622,3.4,0.04,,4940.0,5.13,1.36,,0,0,0
520,HD 185269 b,HD 185269,3,1,HJ,6.83776,0.077,321.0083,1.01,0.229,,5923.0,2.0,1.3,,0,0,0
521,HD 181342 b,HD 181342,1,1,CJ,564.1,1.592,807.2882,2.54,0.022,,4945.0,4.71,1.69,,0,0,0
522,HD 180902 b,HD 180902,2,1,CJ,510.9,1.4,535.54355,1.685,0.107,,4961.0,4.16,1.41,,0,0,0
523,HD 18015 b,HD 18015,1,1,CJ,2278.0,3.87,1010.6994,3.18,0.148,,5603.0,3.13,1.49,,0,0,0
524,HD 180053 b,HD 180053,1,1,WJ,213.72,0.843,697.31902,2.194,0.081,,5131.0,4.06,1.75,,0,0,0
525,HD 17674 b,HD 17674,1,1,CJ,623.8,1.42,276.5121,0.87,0.13,G0 V,5904.0,1.18,0.98,-0.16,0,0,0
526,HD 175541 b,HD 175541,1,1,WJ,298.43,0.975,190.06234,0.598,0.11,,5013.0,4.19,1.39,,0,0,0
527,HD 174205 b,HD 174205,1,1,CJ,582.0,1.7,1334.87931,4.2,0.4,K2,4308.0,26.6,1.8,-0.28,0,0,0
528,HD 173416 b,HD 173416,1,1,CJ,322.03,1.158,585.1221,1.841,0.208,G8,4683.0,13.5,2.0,-0.22,0,0,0
529,HD 17156 b,HD 17156,1,1,CJ,21.21663,7.4728112355130225,1115.5833,3.51,0.68,,6040.0,1.55,1.41,0.19,0,0,0
530,HD 167768 b,HD 167768,1,1,WJ,20.6532,0.1512,270.15415,0.85,0.149,G8 III,4851.0,9.7,1.08,-0.67,0,0,0
531,HD 167042 b,HD 167042,1,1,CJ,417.67,1.22,444.00628,1.397,0.01,K1 IV,4919.0,4.63,1.39,-0.01,0,0,0
532,HD 166724 b,HD 166724,1,1,CJ,5144.0,5.42,1121.89,3.53,0.734,K0 IV-V,5127.0,,0.81,-0.09,0,0,0
533,HD 1666 b,HD 1666,1,1,WJ,270.0,0.94,2040.0,6.43,0.63,F7 V,6317.0,1.93,1.5,0.37,0,0,0
534,HD 165155 b,HD 165155,1,1,CJ,434.5,1.13,918.5287,2.89,0.2,G8 V,5426.0,0.95,1.02,0.09,0,0,0
535,HD 161178 b,HD 161178,1,1,WJ,279.3,0.85,181.16219,0.57,0.044,G9 III,4786.0,10.95,1.06,-0.21,0,0,0
536,HD 158996 b,HD 158996,1,1,CJ,820.2,2.1,4449.62,14.0,0.13,K5 III,4069.0,50.3,1.8,-0.2,0,0,0
537,HD 156411 b,HD 156411,1,1,CJ,842.2,1.88,235.18,0.74,0.22,F8 IV/V,5900.0,2.16,1.25,-0.12,0,0,0
538,HD 155193 b,HD 155193,1,1,CJ,352.65,1.04,238.37131,0.75,0.21,F8 IV,6239.0,,1.22,0.05,0,0,0
539,HD 154391 b,HD 154391,1,1,CJ,5163.0,7.46,2892.2385,9.1,0.2,K1 III,4909.0,8.56,2.07,0.1,0,0,0
540,HD 152581 b,HD 152581,1,1,CJ,686.5,1.66,594.02427,1.869,0.04,,5027.0,5.14,1.3,,0,0,0
541,HD 150706 b,HD 150706,1,1,CJ,5894.0,6.7,861.28,2.71,0.38,G0 V,5961.0,0.96,1.17,-0.01,0,0,0
542,HD 1502 b,HD 1502,1,1,CJ,428.5,1.262,874.0325,2.75,0.031,,4947.0,4.67,1.46,,0,0,0
543,HD 150010 b,HD 150010,1,1,CJ,562.0,1.4,762.78818,2.4,0.2,K2 III,4153.0,16.2,1.3,-0.25,0,0,0
544,HD 149143 b,HD 149143,1,1,HJ,4.07182,0.053,422.7139,1.33,0.0167,G0,5856.0,1.44,1.2,0.29,0,0,0
545,HD 148156 b,HD 148156,1,1,CJ,1027.0,2.45,270.144,0.85,0.52,,6308.0,1.21,1.22,0.29,0,0,0
546,HD 14787 b,HD 14787,1,1,CJ,676.6,1.7,356.28743,1.121,0.155,,4946.0,5.01,1.43,,0,0,0
547,HD 147513 b,HD 147513,2,1,CJ,528.4,1.32,385.0,1.21,0.26,,5883.0,,1.11,0.06,0,0,0
548,HD 145457 b,HD 145457,1,1,WJ,176.13,0.762,888.01257,2.794,0.111,,4757.0,9.9,1.9,-0.14,0,0,0
549,HD 143105 b,HD 143105,1,1,HJ,2.1974,0.0379,384.5743,1.21,0.07,F5,6380.0,,1.51,0.15,0,0,0
550,HD 14067 b,HD 14067,1,1,CJ,2744.0,5.15,4862.77463,15.3,0.65,G9 III,4815.0,12.4,2.4,-0.1,0,0,0
551,HD 136925 b,HD 136925,1,1,CJ,4540.0,5.13,266.97586,0.84,0.103,,5773.19,1.19,0.88,-0.217,0,0,0
552,HD 132563 b,HD 132563,3,1,CJ,1544.0,2.62,473.547,1.49,0.22,,6289.0,1.3,1.23,,0,0,0
553,HD 131496 b,HD 131496,1,1,CJ,896.0,2.01,572.094,1.8,0.181,,4846.0,4.44,1.34,,0,0,0
554,HD 130322 b,HD 130322,1,1,HJ,10.70871,0.0925,365.49,1.15,0.029,,5387.0,0.85,0.92,,0,0,0
555,HD 128356 b,HD 128356,1,1,WJ,298.2,0.87,282.8687,0.89,0.57,K3 V,4875.0,0.85,0.65,0.17,0,0,0
556,HD 12484 b,HD 12484,1,1,WJ,58.83,0.297,947.1334,2.98,0.07,F8,5920.0,,1.01,0.05,0,0,0
557,HD 124330 b,HD 124330,1,1,WJ,270.66,0.86,238.37131,0.75,0.34,G4 IV,5873.0,,1.15,0.22,0,0,0
558,HD 120084 b,HD 120084,1,1,CJ,2142.0,4.21,2034.1018,6.4,0.483,G7 III,4879.0,10.37,2.16,0.1,0,0,0
559,HD 11977 b,HD 11977,1,1,CJ,711.0,1.93,2080.0,6.54,0.4,,4970.0,10.09,1.91,-0.21,0,0,0
560,HD 115954 b,HD 115954,1,1,CJ,3700.0,5.0,2634.79749,8.29,0.487,G0 V,5957.0,1.21,1.18,0.34,0,0,0
561,HD 114082 b,HD 114082,1,1,WJ,109.75,0.5109,2542.62726,8.0,0.395,F3 V,6651.0,1.49,1.47,0.0,0,0,0
562,HD 113996 b,HD 113996,2,1,CJ,610.2,1.6,2002.329,6.3,0.28,,4181.0,25.11,1.49,0.13,0,0,0
563,HD 112640 b,HD 112640,1,1,CJ,613.2,1.7,1589.15,5.0,0.24,K0 III,4155.0,39.0,1.8,-0.09,0,0,0
564,HD 112570 b,HD 112570,1,1,CJ,2615.0,3.9,1086.97315,3.42,0.2,K0 III,4750.0,9.85,1.15,-0.4,0,0,0
565,HD 112300 b,HD 112300,1,1,CJ,466.63,1.33,5031.22368,15.83,0.36,M1 III,3657.0,65.8,1.4,-0.06,0,0,0
566,HD 110014 b,HD 110014,1,1,CJ,835.477,2.14,3524.59,11.09,0.462,K2 III,4445.0,20.9,2.17,0.19,0,0,0
567,HD 109286 b,HD 109286,1,1,CJ,520.1,1.259,950.30694,2.99,0.338,G4 V,5694.0,1.09,0.98,0.05,0,0,0
568,HD 108863 b,HD 108863,1,1,CJ,437.7,1.32,767.24162,2.414,0.032,,4878.0,5.74,1.59,,0,0,0
569,HD 108341 b,HD 108341,2,1,CJ,1129.0,2.0,1112.4,3.5,0.85,K2 V,5122.0,0.79,0.84,0.04,0,0,0
570,HD 10647 b,HD 10647,1,1,CJ,989.2,2.015,298.75,0.94,0.15,F9 V,6218.0,1.1,1.11,0.0,0,0,0
571,HD 106270 b,HD 106270,1,1,CJ,1888.0,3.34,3219.6179,10.13,0.185,,5509.0,2.66,1.39,,0,0,0
572,HD 105779 b,HD 105779,1,1,CJ,2412.0,3.38,203.41018,0.64,0.0,G2,5792.0,0.94,0.89,-0.25,0,0,0
573,HD 104985 b,HD 104985,1,1,WJ,199.68,0.715,1766.80811,5.559,0.047,G9 III,4738.0,11.12,1.22,-0.32,0,0,0
574,HD 10442 b,HD 10442,1,1,CJ,1032.3,2.01,472.61321,1.487,0.132,,4912.0,1.97,1.01,,0,0,0
575,HD 103891 b,HD 103891,1,1,CJ,1919.0,3.27,457.67291,1.44,0.31,F9,6072.0,2.22,1.28,-0.19,0,0,0
576,HD 103720 b,HD 103720,1,1,HJ,4.5557,0.0498,197.046,0.62,0.086,K3 V,5017.0,0.73,0.79,-0.02,0,0,0
577,HD 102956 b,HD 102956,2,1,HJ,6.4947,0.0807,305.1168,0.96,0.037,,4985.0,4.55,1.66,,0,0,0
578,HATS-70 b,HATS-70,1,1,HJ,1.8882378,0.03632,4100.007,12.9,0.18,,7930.0,1.88,1.78,0.041,0,0,0
579,HATS-68 b,HATS-68,1,1,HJ,3.5862202,0.05071,410.0007,1.29,0.036,,6147.0,1.75,1.35,0.21,0,0,0
580,HATS-64 b,HATS-64,1,1,HJ,4.908897,0.06562,305.1168,0.96,0.151,,6554.0,2.11,1.56,0.22,0,0,0
581,HATS-62 b,HATS-62,1,1,HS,3.2768837,0.04163,56.89157,0.179,0.298,,5416.0,0.93,0.9,0.133,0,0,0
582,HATS-56 b,HATS-56,1,1,HJ,4.324799,0.06043,191.33366,0.602,0.019,,6536.0,2.2,1.57,0.19,0,0,0
