,pl_name,hostname,sy_snum,sy_pnum,pl_type,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,se_companion,ss_companion,gg_companion
773,HD 184010 d,HD 184010,1,3,CS,836.4,1.92,143.02278,0.45,0.0,K0 III-IV,4971.0,4.86,1.35,-0.17,0,0,0
774,HD 183579 b,HD 183579,1,1,CS,17.471291,0.1322,20.4,0.06419,0.061,,5784.0,0.96,1.0,-0.038,0,0,0
775,HD 179079 b,HD 179079,1,1,CS,14.479,0.1214,25.74423,0.081,0.049,G5 IV,5646.0,1.63,1.14,0.24,0,0,0
776,HD 164922 b,HD 164922,1,4,CS,1207.0,2.16,116.0,0.36497,0.08,,5390.0,0.95,0.93,0.18,0,0,0
777,HD 164922 c,HD 164922,1,4,SE,75.74,0.341,13.0,0.0409,0.12,,5390.0,0.95,0.93,0.18,0,0,0
778,HD 164922 d,HD 164922,1,4,SE,12.458,0.103,4.0,0.01259,0.12,,5390.0,0.95,0.93,0.18,0,0,0
779,HD 164922 e,HD 164922,1,4,SE,41.763,0.2292,10.52012,0.0331,0.086,,5393.43,1.0,0.92,0.197,0,0,0
780,HD 164509 b,HD 164509,2,1,CS,280.17,0.87,140.79869,0.443,0.238,G5,5859.0,1.11,1.12,0.2,0,0,0
781,HD 16417 b,HD 16417,2,1,CS,17.24,0.14,22.1,0.0696,0.2,G1 V,,,1.2,0.06,0,0,0
782,HD 156668 b,HD 156668,1,2,SE,4.6455,0.05,4.15,0.013,0.0,,4850.0,0.72,0.77,0.05,0,0,0
783,HD 156668 c,HD 156668,1,2,CS,811.3,1.57,31.4968,0.0991,0.089,,4903.69,0.77,0.79,0.049,0,0,0
784,HD 147379 b,HD 147379,2,1,CS,86.58,2.176337205096515,21.6,0.06796,0.063,M0.0 V,4090.0,,0.58,0.16,0,0,0
785,HD 134606 b,HD 134606,1,5,SE,12.089,0.1046,9.09,0.0286,0.092,,5576.0,1.16,1.05,0.343,0,0,0
786,HD 134606 c,HD 134606,1,5,SE,58.883,0.3007,11.31,0.03559,0.055,,5576.0,1.16,1.05,0.343,0,0,0
787,HD 134606 d,HD 134606,1,5,CS,966.5,1.941,44.8,0.14096,0.092,,5576.0,1.16,1.05,0.343,0,0,0
788,HD 134606 e,HD 134606,1,5,SE,4.3203,0.0527,2.34,0.00736,0.2,,5576.0,1.16,1.05,0.343,0,0,0
789,HD 134606 f,HD 134606,1,5,SE,26.915,0.1784,5.63,0.01771,0.081,,5576.0,1.16,1.05,0.343,0,0,0
790,HD 134060 b,HD 134060,1,2,SE,3.2696,0.0444,10.1,0.0318,0.45,G3 IV,5966.0,,1.09,0.14,0,0,0
791,HD 134060 c,HD 134060,1,2,CS,1291.5646,2.3928,29.29,0.0922,0.11,G3 IV,5966.0,,1.09,0.14,0,0,0
792,HD 133131 A b,HD 133131 A,2,3,CJ,649.0,1.44,451.3186,1.42,0.33,G2 V,5799.0,,0.95,-0.306,0,0,0
793,HD 133131 A c,HD 133131 A,2,3,CS,3568.0,4.49,133.4886,0.42,0.49,G2 V,5799.0,,0.95,-0.306,0,0,0
794,HD 117618 b,HD 117618,1,1,CS,25.8,0.18,55.30242,0.174,0.15,,5990.0,,1.08,,0,0,0
795,HD 10975 b,HD 10975,1,1,CS,283.8,0.95,143.02278,0.45,0.442,K0 III,4840.0,11.16,1.41,-0.21,0,0,0
796,HD 109749 b,HD 109749,2,1,HS,5.239891,0.0615,85.8141,0.27,0.0,G3 V,5824.0,1.22,1.13,0.24,0,0,0
797,HD 109271 b,HD 109271,1,2,SE,7.8543,0.079,17.162,0.054,0.25,G5 V,5783.0,,1.05,0.1,0,0,0
798,HD 109271 c,HD 109271,1,2,CS,30.93,0.196,24.154,0.076,0.15,G5 V,5783.0,,1.05,0.1,0,0,0
799,HD 108147 b,HD 108147,1,1,CS,10.8985,0.102,82.95,0.261,0.53,,6255.73,1.21,1.22,0.18,0,0,0
800,HD 107148 b,HD 107148,2,2,CS,48.056,0.269,66.741,0.21,0.05,,5797.0,,1.12,0.314,0,0,0
801,HD 107148 c,HD 107148,2,2,SE,18.3267,0.1407,19.89606,0.0626,0.34,,5752.92,1.17,1.11,0.296,0,0,0
802,HD 103774 b,HD 103774,2,1,HS,5.8881,0.07,116.0,0.367,0.09,F5 V,6489.0,,1.33,0.28,0,0,0
803,HD 10180 c,HD 10180,1,6,SE,5.75969,0.06412,13.22173,0.0416,0.073,,5911.0,1.11,1.06,0.08,0,0,0
804,HD 10180 d,HD 10180,1,6,SE,16.357,0.12859,12.01397,0.0378,0.131,,5911.0,1.11,1.06,0.08,0,0,0
805,HD 10180 e,HD 10180,1,6,CS,49.748,0.2699,25.58532,0.0805,0.051,,5911.0,1.11,1.06,0.08,0,0,0
806,HD 10180 f,HD 10180,1,6,CS,122.744,0.4929,22.94733,0.0722,0.119,,5911.0,1.11,1.06,0.08,0,0,0
807,HD 10180 g,HD 10180,1,6,CS,604.67,1.427,23.26516,0.0732,0.263,,5911.0,1.11,1.06,0.08,0,0,0
808,HD 10180 h,HD 10180,1,6,CS,2205.0,3.381,65.66368,0.2066,0.095,,5911.0,1.11,1.06,0.08,0,0,0
809,HATS-72 b,HATS-72,1,1,HS,7.3279474,0.066517,39.85588,0.1254,0.013,,4656.1,0.72,0.73,0.099,0,0,0
810,HATS-62 b,HATS-62,1,1,HS,3.2768837,0.04163,56.89157,0.179,0.298,,5416.0,0.93,0.9,0.133,0,0,0
811,HATS-50 b,HATS-50,1,1,HS,3.8297015,0.05046,123.9537,0.39,0.516,,5990.0,1.12,1.17,,0,0,0
812,HATS-46 b,HATS-46,1,1,HS,4.7423729,0.05367,54.98459,0.173,0.559,,5495.0,0.85,0.92,-0.06,0,0,0
813,HAT-P-46 b,HAT-P-46,1,1,HS,4.463129,0.0577,156.684,0.493,0.123,,6120.0,1.4,1.28,0.3,0,0,0
814,HAT-P-18 b,HAT-P-18,1,1,HS,5.508023,0.0559,62.61,0.197,0.084,K2,4803.0,0.75,0.77,0.1,0,0,0
815,HAT-P-12 b,HAT-P-12,1,1,HS,3.2130598,0.0384,67.059,0.211,0.0,K4,4650.0,0.7,0.73,-0.29,0,0,0
816,GJ 9066 c,GJ 9066,1,1,CS,771.36,0.88,66.74397,0.21,0.46,M5.0 V,3154.0,0.16,0.15,-0.13,0,0,0
817,GJ 649 b,GJ 649,1,1,CS,600.1,1.112,81.99973,0.258,0.083,M1.0,3734.0,0.5,0.51,-0.15,0,0,0
818,GJ 433 b,GJ 433,1,3,SE,7.3705,0.062,6.043,0.01901,0.04,,,,0.48,,0,0,0
819,GJ 433 c,GJ 433,1,3,CS,5094.105,4.819,32.422,0.10201,0.12,,,,0.48,,0,0,0
820,GJ 433 d,GJ 433,1,3,SE,36.059,0.178,5.223,0.01643,0.07,,,,0.48,,0,0,0
821,GJ 414 A b,GJ 414 A,2,2,SE,50.8,0.2324,7.6,0.02391,0.45,K7 V,4120.0,0.68,0.65,0.24,0,0,0
822,GJ 414 A c,GJ 414 A,2,2,CS,749.83,1.4,53.83,0.16937,0.105,K7 V,4120.0,0.68,0.65,0.24,0,0,0
823,GJ 3512 b,GJ 3512,1,2,CS,203.69,0.337,146.20107,0.46,0.44,M5.5 V,3081.0,0.14,0.12,-0.07,0,0,0
824,GJ 3512 c,GJ 3512,1,2,CS,1599.6,1.292,63.56568,0.2,0.0183,M5.5 V,3081.0,0.14,0.12,-0.07,0,0,0
825,GJ 3293 b,GJ 3293,1,4,CS,30.5987,0.14339,23.54,0.07406,0.06,M2.5,3466.0,0.4,0.42,0.02,0,0,0
826,GJ 3293 c,GJ 3293,1,4,CS,122.6196,0.36175,21.09,0.06636,0.11,M2.5,3466.0,0.4,0.42,0.02,0,0,0
827,GJ 3293 d,GJ 3293,1,4,SE,48.1345,0.19394,7.6,0.02391,0.12,M2.5,3466.0,0.4,0.42,0.02,0,0,0
828,GJ 3293 e,GJ 3293,1,4,SE,13.2543,0.08208,3.28,0.01032,0.21,M2.5,3466.0,0.4,0.42,0.02,0,0,0
829,GJ 163 b,GJ 163,1,3,SE,8.63182,0.0607,10.6,0.03335,0.073,,,,,,0,0,0
830,GJ 163 c,GJ 163,1,3,SE,25.63058,0.1254,6.8,0.0214,0.099,,,,,,0,0,0
831,GJ 163 d,GJ 163,1,3,CS,603.95116,1.0304,29.4,0.0925,0.373,,,,,,0,0,0
832,GJ 15 A c,GJ 15 A,2,2,CS,7600.0,5.4,36.0,0.11327,0.27,M1,3607.0,0.38,0.38,-0.34,0,0,0
833,GJ 143 b,GJ 143,1,2,CS,35.61253,0.1915,22.7,0.07142,0.188,K4.5,4640.0,0.69,0.73,0.003,0,0,0
834,HD 21749 c,GJ 143,1,2,SE,7.78993,0.0695,3.7,0.01164,,K4.5,4640.0,0.69,0.73,0.003,0,0,0
835,GJ 1148 b,GJ 1148,1,2,CS,41.38,0.166,96.7,0.30425,0.38,,3287.0,0.36,0.34,,0,0,0
836,GJ 1148 c,GJ 1148,1,2,CS,532.58,0.912,68.06,0.21414,0.342,,3287.0,0.36,0.34,,0,0,0
837,DMPP-2 b,DMPP-2,1,1,HS,5.2072,0.0664,138.89171,0.437,0.078,F5 V,6500.0,1.78,1.44,,0,0,0
838,CoRoTID 223977153 b,CoRoTID 223977153,1,1,HS,6.71837,0.071,47.6745,0.15,,G0 VI,5970.0,0.79,1.08,0.0,0,0,0
839,CoRoT-28 b,CoRoT-28,1,1,HS,5.20851,0.0603,153.82972,0.484,0.047,G8/9 IV,5150.0,1.78,1.01,0.15,0,0,0
840,CoRoT-25 b,CoRoT-25,1,1,HS,4.86069,0.0578,85.81,0.27,0.0,F9,6040.0,1.19,1.09,-0.01,0,0,0
841,CoRoT-24 b,CoRoT-24,1,2,SE,5.1134,0.056,5.7,0.018,0.0,K1 V,4950.0,0.86,0.91,0.3,0,0,0
842,CoRoT-24 c,CoRoT-24,1,2,HS,11.759,0.098,28.0,0.088,0.0,K1 V,4950.0,0.86,0.91,0.3,0,0,0
843,BD-08 2823 b,BD-08 2823,1,2,SE,5.6,0.06,12.7132,0.04,0.15,,4816.0,0.71,0.5,-0.06,0,0,0
844,BD-08 2823 c,BD-08 2823,1,2,CS,237.6,0.68,104.0,0.33,0.19,K3 V,4746.0,,0.74,-0.07,0,0,0
845,BD-06 1339 c,BD-06 1339,1,2,CS,125.94,0.435,53.0,0.17,0.31,K7/M0 V,4324.0,,0.7,-0.14,0,0,0
846,51 Peg b,51 Peg,1,1,HS,4.230785,0.0527,150.009,0.472,0.013,,5758.0,1.18,1.03,0.18,0,0,0
847,61 Vir b,61 Vir,1,3,SE,4.215,0.050201,5.1,0.016,0.12,G5 V,5577.0,0.96,0.94,-0.01,0,0,0
848,61 Vir c,61 Vir,1,3,SE,38.021,0.2175,18.2,0.057,0.14,G5 V,5577.0,0.96,0.94,-0.01,0,0,0
849,61 Vir d,61 Vir,1,3,CS,123.01,0.476,22.9,0.072,0.35,G5 V,5577.0,0.96,0.94,-0.01,0,0,0
850,DMPP-1 b,DMPP-1,1,4,CS,18.57,0.1462,24.27,0.07636,0.083,F8 V,6196.0,1.26,1.21,,0,0,0
851,DMPP-1 c,DMPP-1,1,4,SE,6.584,0.0733,9.6,0.0302,0.057,F8 V,6196.0,1.26,1.21,,0,0,0
852,DMPP-1 d,DMPP-1,1,4,SE,2.882,0.0422,3.35,0.01054,0.07,F8 V,6196.0,1.26,1.21,,0,0,0
853,DMPP-1 e,DMPP-1,1,4,SE,5.516,0.0651,4.13,0.01299,0.07,F8 V,6196.0,1.26,1.21,,0,0,0
854,DMPP-4 b,DMPP-4,1,1,SE,3.4982,0.04853,12.2,0.03839,0.063,F5-F8 V,6400.0,1.38,1.25,-0.007,0,0,0
855,EPIC 220674823 b,EPIC 220674823,1,2,SE,0.571292,0.01326,8.21,0.02583,0.0,,5532.0,0.99,0.95,0.11,0,0,0
856,EPIC 220674823 c,EPIC 220674823,1,2,SE,13.3397,0.1083,8.9,0.028,0.13,,5532.0,0.99,0.95,0.11,0,0,0
857,EPIC 229004835 b,EPIC 229004835,1,1,SE,16.141132,0.1237,10.4,0.03272,0.23,,5868.0,1.0,0.97,-0.12,0,0,0
858,EPIC 249893012 b,EPIC 249893012,1,3,SE,3.5951,0.047,8.75,0.02753,0.06,G8 IV/V,5430.0,1.71,1.05,0.2,0,0,0
859,EPIC 249893012 c,EPIC 249893012,1,3,SE,15.624,0.13,14.67,0.04616,0.07,G8 IV/V,5430.0,1.71,1.05,0.2,0,0,0
860,EPIC 249893012 d,EPIC 249893012,1,3,SE,35.747,0.22,10.18,0.03203,0.15,G8 IV/V,5430.0,1.71,1.05,0.2,0,0,0
861,GJ 160.2 b,GJ 160.2,1,1,SE,5.2354,0.053,10.2,0.03209,0.06,M0 V,4347.0,,0.69,,0,0,0
862,GJ 2056 b,GJ 2056,1,1,SE,69.971,0.283,16.2,0.05097,0.72,,,,0.62,,0,0,0
863,GJ 3942 b,GJ 3942,1,1,SE,6.905,0.0608,7.14,0.02246,0.121,M0,3867.0,0.61,0.63,-0.04,0,0,0
864,GJ 9404 b,GJ 9404,1,1,SE,13.4586,0.0943,11.9,0.03744,0.49,,,,0.62,,0,0,0
865,GJ 9827 b,GJ 9827,1,3,SE,1.208974,0.0189,4.28,0.01347,,K7 V,4236.0,0.58,0.62,-0.29,0,0,0
866,GJ 9827 c,GJ 9827,1,3,SE,3.648103,0.0395,1.86,0.00585,,K7 V,4236.0,0.58,0.62,-0.29,0,0,0
867,GJ 9827 d,GJ 9827,1,3,SE,6.20183,0.053,3.02,0.0095,,K7 V,4236.0,0.58,0.62,-0.29,0,0,0
868,HD 102365 b,HD 102365,2,1,SE,122.1,0.46,16.0,0.05,0.34,,5630.0,,0.85,-0.26,0,0,0
869,HD 103949 b,HD 103949,1,1,SE,120.878,0.439,11.2,0.03524,0.19,K3 V,4792.0,,0.77,,0,0,0
870,HD 110067 b,HD 110067,3,6,SE,9.113678,0.0793,5.69,0.0179,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
871,HD 110067 c,HD 110067,3,6,SE,13.673694,0.1039,6.3,0.01982,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
872,HD 110067 d,HD 110067,3,6,SE,20.519617,0.1362,8.52,0.02681,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
873,HD 110067 e,HD 110067,3,6,SE,30.793091,0.1785,3.9,0.01227,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
874,HD 110067 f,HD 110067,3,6,SE,41.05854,0.2163,5.04,0.01586,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
875,HD 110067 g,HD 110067,3,6,SE,54.76992,0.2621,8.4,0.02643,,K0.0 V,5266.0,0.79,0.8,-0.2,0,0,0
876,HD 125595 b,HD 125595,1,1,SE,9.6737,0.08,6.3566,0.02,0.0,,4691.0,0.74,0.29,0.08,0,0,0
877,HD 136352 b,HD 136352,1,3,SE,11.57797,0.0964,4.72,0.01485,0.0,,5664.0,1.06,0.87,-0.24,0,0,0
878,HD 136352 c,HD 136352,1,3,SE,27.59221,0.1721,11.24,0.03536,0.0,,5664.0,1.06,0.87,-0.24,0,0,0
879,HD 136352 d,HD 136352,1,3,SE,107.245,0.425,8.82,0.02775,0.0,,5664.0,1.06,0.87,-0.24,0,0,0
880,HD 13808 b,HD 13808,1,2,SE,14.1815,0.10519,11.2,0.03524,0.071,K2 V,5035.0,0.78,0.77,-0.21,0,0,0
881,HD 13808 c,HD 13808,1,2,SE,53.753,0.2554,9.96,0.03134,0.156,K2 V,5035.0,0.78,0.77,-0.21,0,0,0
882,HD 141004 b,HD 141004,1,1,SE,15.5083,0.1238,13.63484,0.0429,0.16,,5885.38,1.39,1.05,0.025,0,0,0
883,HD 1461 b,HD 1461,1,2,SE,5.77152,0.0634,6.44,0.02026,0.172,G0 V,5765.0,,1.02,0.19,0,0,0
884,HD 1461 c,HD 1461,1,2,SE,13.5052,0.1117,5.59,0.01759,0.305,G0 V,5765.0,,1.02,0.19,0,0,0
885,HD 15337 b,HD 15337,1,2,SE,4.75615,0.0522,7.51,0.02363,0.09,K1 V,5125.0,0.86,0.9,0.15,0,0,0
886,HD 15337 c,HD 15337,1,2,SE,17.1784,0.1268,8.11,0.02552,0.05,K1 V,5125.0,0.86,0.9,0.15,0,0,0
887,HD 154088 b,HD 154088,1,1,SE,18.56,0.134,6.6,0.02077,0.344,K0 IV-V,5374.0,,0.91,0.28,0,0,0
888,HD 158259 b,HD 158259,1,5,SE,2.178,31.186352100155474,2.22,0.00698,,G0,,1.21,1.08,,0,0,0
889,HD 158259 c,HD 158259,1,5,SE,3.432,23.030585303770977,5.6,0.01762,,G0,,1.21,1.08,,0,0,0
890,HD 158259 d,HD 158259,1,5,SE,5.1980814,17.462554614753476,5.41,0.01702,,G0,,1.21,1.08,,0,0,0
891,HD 158259 e,HD 158259,1,5,SE,7.951,13.153923925485739,6.08,0.01913,,G0,,1.21,1.08,,0,0,0
892,HD 158259 f,HD 158259,1,5,SE,12.028,9.981769767513375,6.14,0.01932,,G0,,1.21,1.08,,0,0,0
893,HD 164595 b,HD 164595,2,1,SE,40.0,0.23,16.14,0.05078,0.088,G2 V,5790.0,,0.99,-0.04,0,0,0
894,HD 168009 b,HD 168009,1,1,SE,15.1479,0.1192,9.53485,0.03,0.12,,5778.33,1.21,0.99,0.018,0,0,0
895,HD 175607 b,HD 175607,1,1,SE,29.01,4.8259506147378906,8.98,0.02825,0.11,G6 V,5392.0,0.7,0.71,-0.62,0,0,0
896,HD 176986 b,HD 176986,1,2,SE,6.4898,0.06296,5.74,0.01806,0.066,K2.5 V,4931.0,0.78,0.79,0.03,0,0,0
897,HD 176986 c,HD 176986,1,2,SE,16.8191,0.11878,9.18,0.02888,0.111,K2.5 V,4931.0,0.78,0.79,0.03,0,0,0
898,HD 177565 b,HD 177565,1,1,SE,44.505,0.246,15.1,0.04751,0.0593,,,,1.0,,0,0,0
899,HD 189567 b,HD 189567,1,2,SE,14.288,0.111,8.5,0.02674,0.189,G3 V,5726.0,,0.83,-0.24,0,0,0
900,HD 189567 c,HD 189567,1,2,SE,33.688,0.197,7.0,0.02202,0.16,G3 V,5726.0,,0.83,-0.24,0,0,0
901,HD 190007 b,HD 190007,1,1,SE,11.724128,9.070650854867745,15.5,0.04877,0.136,K4 V,4610.0,,0.77,0.16,0,0,0
902,HD 20003 b,HD 20003,1,2,SE,11.8482,0.0974,11.66,0.0367,0.36,G8 V,5494.0,,0.88,0.04,0,0,0
903,HD 20003 c,HD 20003,1,2,SE,33.9239,0.1964,14.44,0.0454,0.1,G8 V,5494.0,,0.88,0.04,0,0,0
904,HD 20781 b,HD 20781,2,5,SE,5.3135,0.0529,1.93,0.0061,0.1,K0 V,5256.0,,0.7,-0.11,0,0,0
905,HD 20781 c,HD 20781,2,5,SE,13.8905,0.1004,5.33,0.0168,0.09,K0 V,5256.0,,0.7,-0.11,0,0,0
906,HD 20781 d,HD 20781,2,5,SE,29.158,0.1647,10.61,0.0334,0.11,K0 V,5256.0,,0.7,-0.11,0,0,0
907,HD 20781 e,HD 20781,2,5,SE,85.5073,0.3374,14.03,0.0442,0.06,K0 V,5256.0,,0.7,-0.11,0,0,0
908,HD 207897 b,HD 207897,1,1,SE,16.20166,0.117,14.8,0.04657,0.0,,5106.0,0.78,0.82,-0.03,0,0,0
909,HD 211970 b,HD 211970,1,1,SE,25.201,0.143,13.0,0.0409,0.15,K7 V,4127.0,,0.61,,0,0,0
910,HD 213885 b,HD 213885,1,2,SE,1.008035,0.02012,8.83,0.02778,0.0,G,5978.0,1.1,1.07,-0.04,0,0,0
911,HD 213885 c,HD 213885,1,2,SE,4.78503,0.056798,19.95,0.06277,0.0,G,5978.0,1.1,1.07,-0.04,0,0,0
912,HD 215497 b,HD 215497,1,2,SE,3.93404,0.05,6.3566,0.02,0.16,,5110.0,0.85,0.67,0.2,0,0,0
913,HD 215497 c,HD 215497,1,2,CS,566.0,1.31,111.23994,0.35,0.47,K3 V,,,0.92,,0,0,0
914,HD 216520 b,HD 216520,1,2,SE,35.45,0.198,10.26,0.03228,0.09,,5103.0,0.76,0.82,-0.16,0,0,0
915,HD 216520 c,HD 216520,1,2,SE,154.43,0.528,9.44,0.0297,0.12,,5103.0,0.76,0.82,-0.16,0,0,0
916,HD 21693 b,HD 21693,1,2,SE,22.6786,0.1455,8.23,0.0259,0.12,G8 V,5430.0,,0.8,0.0,0,0,0
917,HD 21693 c,HD 21693,1,2,SE,53.7357,0.2586,17.37,0.0547,0.07,G8 V,5430.0,,0.8,0.0,0,0,0
918,HD 219134 b,HD 219134,1,6,SE,3.092926,0.03876,4.74,0.01491,0.0,,4699.0,0.78,0.81,0.11,0,0,0
919,HD 219134 c,HD 219134,1,6,SE,6.76458,0.0653,4.36,0.01372,0.062,,4699.0,0.78,0.81,0.11,0,0,0
920,HD 219134 d,HD 219134,1,6,SE,46.859,0.237,16.17,0.05088,0.138,,4699.0,0.78,0.81,0.11,0,0,0
921,HD 219134 g,HD 219134,1,6,SE,94.2,0.3753,10.80622,0.034,0.0,K3 V,4913.0,0.77,0.79,0.08,0,0,0
922,HD 219134 h,HD 219134,1,6,CS,2247.0,3.11,108.0622,0.34,0.06,K3 V,4913.0,0.77,0.79,0.08,0,0,0
923,HD 22496 b,HD 22496,1,1,SE,5.09071,0.051,5.57,0.01753,,,4385.0,0.67,0.68,-0.08,0,0,0
924,HD 23472 b,HD 23472,1,5,SE,17.667087,0.1162,8.32,0.02618,0.072,K4 V,4684.0,0.71,0.67,-0.2,0,0,0
925,HD 23472 c,HD 23472,1,5,SE,29.79749,0.1646,3.41,0.01073,0.063,K4 V,4684.0,0.71,0.67,-0.2,0,0,0
926,HD 23472 d,HD 23472,1,5,SE,3.97664,0.04298,0.55,0.00173,0.07,K4 V,4684.0,0.71,0.67,-0.2,0,0,0
927,HD 23472 e,HD 23472,1,5,SE,7.90754,0.068,0.72,0.00227,0.07,K4 V,4684.0,0.71,0.67,-0.2,0,0,0
928,HD 23472 f,HD 23472,1,5,SE,12.1621839,0.0906,0.77,0.00242,0.07,K4 V,4684.0,0.71,0.67,-0.2,0,0,0
929,HD 24085 b,HD 24085,1,1,SE,2.0455,0.034,11.8,0.03713,0.22,G0 V,6034.0,,1.22,,0,0,0
930,TOI-784 b,HD 307842,1,1,SE,2.7970365,0.038,9.67,0.03043,0.0,G,5558.0,0.91,0.91,-0.13,0,0,0
931,HD 31527 b,HD 31527,1,3,SE,16.5535,0.1254,10.47,0.0329,0.1,G2 V,5898.0,,0.96,-0.17,0,0,0
932,HD 31527 c,HD 31527,1,3,SE,51.2053,0.2663,14.16,0.0445,0.04,G2 V,5898.0,,0.96,-0.17,0,0,0
933,HD 31527 d,HD 31527,1,3,SE,271.6737,0.8098,11.82,0.0372,0.24,G2 V,5898.0,,0.96,-0.17,0,0,0
934,HD 3167 b,HD 3167,1,4,SE,0.959641,0.01796,4.97,0.01564,0.0,,5261.0,0.88,0.84,0.04,0,0,0
935,HD 3167 c,HD 3167,1,4,SE,29.8454,0.1776,11.13,0.03502,0.06,,5261.0,0.88,0.84,0.04,0,0,0
936,HD 3167 d,HD 3167,1,4,SE,8.4112,0.0763,4.33,0.01362,0.12,,5261.0,0.88,0.84,0.04,0,0,0
937,HD 3167 e,HD 3167,1,4,SE,96.63,0.3885,8.41,0.02646,0.15,,5261.0,0.88,0.84,0.04,0,0,0
938,HD 39194 b,HD 39194,1,3,SE,5.6368,0.056,4.0,0.01259,0.207,K0 V,5205.0,,0.67,-0.61,0,0,0
939,HD 39194 c,HD 39194,1,3,SE,14.03,0.103,6.3,0.01982,0.154,K0 V,5205.0,,0.67,-0.61,0,0,0
940,HD 39194 d,HD 39194,1,3,SE,33.91,0.185,4.0,0.01259,0.333,K0 V,5205.0,,0.67,-0.61,0,0,0
941,HD 39855 b,HD 39855,1,1,SE,3.2498,0.041,8.5,0.02674,0.14,G8 V,5576.0,,0.87,,0,0,0
942,HD 40307 b,HD 40307,1,5,SE,4.3123,0.0468,4.0,0.0126,0.2,K2.5 V,4956.0,,0.77,-0.31,0,0,0
943,HD 40307 c,HD 40307,1,5,SE,9.6184,0.0799,6.6,0.0208,0.06,K2.5 V,4956.0,,0.77,-0.31,0,0,0
944,HD 40307 d,HD 40307,1,5,SE,20.432,0.1321,9.5,0.0299,0.07,K2.5 V,4956.0,,0.77,-0.31,0,0,0
945,HD 40307 f,HD 40307,1,5,SE,51.76,0.247,5.2,0.0164,0.02,K2.5 V,4956.0,,0.77,-0.31,0,0,0
946,HD 42618 b,HD 42618,1,1,SE,149.61,0.554,14.4,0.04531,0.19,G4 V,5727.0,1.0,1.01,-0.09,0,0,0
947,HD 4308 b,HD 4308,1,1,SE,15.56,0.12,15.8915,0.05,0.0,,5686.0,1.02,0.93,-0.35,0,0,0
948,HD 45184 b,HD 45184,1,2,SE,5.8854,0.0644,12.19,0.0384,0.07,G1.5 V,5869.0,,1.03,0.04,0,0,0
949,HD 45184 c,HD 45184,1,2,SE,13.1354,0.11,8.81,0.0277,0.07,G1.5 V,5869.0,,1.03,0.04,0,0,0
950,HD 51608 b,HD 51608,1,2,SE,14.0726,0.1059,12.77,0.0402,0.09,G7 V,5358.0,,0.8,-0.07,0,0,0
951,HD 51608 c,HD 51608,1,2,SE,95.9446,0.3809,14.31,0.045,0.14,G7 V,5358.0,,0.8,-0.07,0,0,0
952,HD 5278 b,HD 5278,1,2,SE,14.339156,0.1202,7.8,0.02454,0.08,F V,6203.0,1.19,1.13,-0.12,0,0,0
953,HD 5278 c,HD 5278,1,2,SE,40.87,0.2416,18.4,0.05789,0.07,F V,6203.0,1.19,1.13,-0.12,0,0,0
954,HD 64114 b,HD 64114,1,1,SE,45.791,0.246,17.8,0.056,0.12,G7 V,5676.0,,0.95,,0,0,0
955,HD 69830 b,HD 69830,1,3,SE,8.667,0.0785,10.2,0.0321,0.1,,5385.0,,0.86,-0.05,0,0,0
956,HD 69830 c,HD 69830,1,3,SE,31.56,0.186,11.8,0.0371,0.13,,5385.0,,0.86,-0.05,0,0,0
957,HD 69830 d,HD 69830,1,3,SE,197.0,0.63,18.1,0.057,0.07,,5385.0,,0.86,-0.05,0,0,0
958,HD 73583 b,HD 73583,1,2,SE,6.398042,0.0604,10.2,0.03209,0.09,K4 V,4511.0,0.65,0.73,0.0,0,0,0
959,HD 73583 c,HD 73583,1,2,SE,18.87974,0.1242,9.7,0.03052,0.08,K4 V,4511.0,0.65,0.73,0.0,0,0,0
960,HD 77338 b,HD 77338,1,1,SE,5.7361,0.06,19.0698,0.06,0.09,,5341.0,0.97,1.37,0.32,0,0,0
961,HD 7924 b,HD 7924,1,3,SE,5.39792,0.06,6.3566,0.02,0.06,,5131.0,0.78,0.65,-0.21,0,0,0
962,HD 7924 c,HD 7924,1,3,SE,15.299,0.1134,7.86,0.02473,0.098,K0.5 V,5075.0,0.78,0.83,-0.15,0,0,0
963,HD 7924 d,HD 7924,1,3,SE,24.451,0.1551,6.44,0.02026,0.21,K0.5 V,5075.0,0.78,0.83,-0.15,0,0,0
964,HD 86226 b,HD 86226,1,2,CS,1628.0,2.73,143.0235,0.45,0.059,G1 V,5863.0,1.05,1.02,0.018,0,0,0
965,HD 86226 c,HD 86226,1,2,SE,3.98442,0.049,7.25,0.02281,0.075,G1 V,5863.0,1.05,1.02,0.018,0,0,0
966,HD 90156 b,HD 90156,1,1,SE,49.77,0.25,17.98,0.057,0.31,,5599.0,,0.84,-0.24,0,0,0
967,HD 93385 b,HD 93385,1,3,SE,7.3426,0.0756,4.2,0.01321,0.295,G2/G3 V,5977.0,,1.04,0.02,0,0,0
